SensorName,Date-Time(Wave),Name(Wave),Speed(Wave),Launch(Wave),Dir(Wave),BS(Wave),SS(Wave),TS(Wave),SA(Wave),Carry(Wave),Total(Wave),HeadSpeed(Wave),AA(Wave),CP(Wave),SP(Wave),SD(Wave),ML1_SP(Wave),ML1_LA(Wave),ML1_DA(Wave),ML1_BS(Wave),ML1_SS(Wave),ML1_SR(Wave),ML1_SA(Wave),RCT_MEA(Wave),RCT_MEA_AI(Wave),,SensorName,Date-Time(GCQ),ForesightSports:PLAYER1-2025-01-21오후5:0Club(GCQ),Ball(GCQ),BallSpeed(GCQ),LaunchAngle(GCQ),SideAngle(GCQ),Backspin(GCQ),Sidespin(GCQ),TiltAngle(GCQ),TotalSpin(GCQ),Carry(GCQ),Total(GCQ),Offline(GCQ),DescentAngle(GCQ),PeakHeight(GCQ),ClubSpeed(GCQ),Efficiency(GCQ),AngleofAttack(GCQ),ClubPath(GCQ),FacetoPath(GCQ),Lie(GCQ),Loft(GCQ),ClosureRate(GCQ),FaceImpactLateral(GCQ),FaceImpactVertical(GCQ),,SensorName,Date-Time(TM4),Date(TM4),TMDNo(TM4),TMDFilename(TM4),Player(TM4),Club(TM4),Ball(TM4),ClubSpeed(TM4),AttackAngle(TM4),ClubPath(TM4),LowPoint(TM4),SwingPlane(TM4),SwingDirection(TM4),Dyn.Loft(TM4),FaceAngle(TM4),FaceToPath(TM4),BallSpeed(TM4),SmashFactor(TM4),LaunchAngle(TM4),LaunchDirection(TM4),SpinRate(TM4),SpinRateType(TM4),SpinAxis(TM4),MaxHeight-Dist.(TM4),MaxHeight-Height(TM4),MaxHeight-Side(TM4),LastdataPoint-Length(TM4),LastdataPoint-Side(TM4),LastdataPoint-Height(TM4),LastdataPoint-Time(TM4),CarryFlat-Length(TM4),CarryFlat-Side(TM4),CarryFlat-Land.Angle(TM4),CarryFlat-BallSpeed(TM4),CarryFlat-Time(TM4),Est.TotalFlat-Length(TM4),Est.TotalFlat-Side(TM4),DynamicLie(TM4),ImpactOffset(TM4),ImpactHeight(TM4),Curve(TM4),SpinAxis(Sim)(TM4),Curve(Sim)(TM4),Carry(Sim)(TM4),Total(Sim)(TM4),CarrySide(Sim)(TM4),Totalside(Sim)(TM4),LandingAngle(Sim)(TM4),UseInStat(TM4),Tags(TM4),Condition(TM4),Email(TM4),,SensorName,ShotID(Max),BallSpd.(Max),LaunchAngle(Max),LaunchDirection(Max),BackSpin(Max),SideSpin(Max),Totalspin(Max),SpinAxis(Max),HeadSpd.(Max),ClubPath(Max),FaceAngle(Max),AttackAngle(Max),DynamicLoft(Max),ImpactPoint(H)(Max),ImpactPoint(V)(Max),LowPoint(Max),SwingPlane(Max),SwingDirection(Max),ClubLie(Max),ClosureRate(Max),Faxis(Max),T/Hdiff.(Max),E(Max),Tag(Max),Time(Max),,SensorName,Date-Time(GRadar),Name(GRadar),Speed(GRadar),Launch(GRadar),Dir(GRadar),BS(GRadar),SS(GRadar),TS(GRadar),SA(GRadar),Carry(GRadar),Total(GRadar),HeadSpeed(GRadar),AA(GRadar),CP(GRadar),SP(GRadar),SD(GRadar),ML1_SP(GRadar),ML1_LA(GRadar),ML1_DA(GRadar),ML1_BS(GRadar),ML1_SS(GRadar),ML1_SR(GRadar),ML1_SA(GRadar),RCT_MEA(GRadar),RCT_MEA_AI(GRadar),,실측_1,실측_2,실측_CA,실측_ca_x,실측_ca_y,실측_to,실측_to_x,실측_to_y,장소,고도,기압,온도,습도,풍속,풍향,강수량,직사광선,프로/아마,볼타입,
Wave,20250121_143703, SD_2025.01.21_14.37.03_197,73.98,4.66,-2.79,1343.6,-404.2,1403,-16.7,219,250.9,51.8,-0.5,-1.8,51.2,-2.1,73.52,6.37,-5.47,2281.5,-472.1,2367.3,-11.8,0,0, , GCQ,20250121_143648, Driver,  Standard,73.4,6,-1.9,2291,-391,-9.7,2324,239.1,262,-27,24,15,50.2,1.46,0.9,-1.7,-1.6,5.4,10.6,1733.4,0,-7.4, , TM4,20250121_143648, 2025-01-21 PM 2:36:48, , , Unknown Player, Driver, Premium,49.809,1.4,-0.2,-6.7,49.056,0.297,6.462,-1.372,-1.172,73.8401,1.4825,5.075,-1.097,2318.86, Measured,-1.726,141.90065,12.58272489,-4.310624901,186.0978277,-6.111045487,8.762461915,3.950146,217.2806937,-7.300483174,20.92034316,30.77635574,4.97534,256.2293904,-8.722635006,54.94214757,4.718743556,-13.11352675,-3.141, , ,217.4,256.4, , , , TRUE,86%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_143727, SD_2025.01.21_14.37.27_198,73.19,7.73,-3.07,2235.6,-362.8,2264.9,-9.2,247.4,268.9,50.4,-2.2,-2.2,50.3,-4.3,72.96,8.98,-5.74,2179.8,-412.3,2235.6,-10.4,0,0, , GCQ,20250121_143712, Driver,  Standard,73.2,8.1,-1.9,2041,-185,-5.2,2049,250,273.4,-19.2,26.5,18.5,50.2,1.46,0.7,-2.7,-0.2,5.2,12,2070.4,-1,-0.6, , TM4,20250121_143712, 2025-01-21 PM 2:37:12, , , Unknown Player, Driver, Premium,49.333,0,-1,-2.7,47.536,-1.714,8.82,-1.378,-0.378,73.5471,1.4908,7.612,-1.348,1973.89, Measured,-0.297,146.2996674,16.63882989,-3.730310066,211.8632406,-5.28331905,6.85957969,4.764379,229.2648079,-5.625589092,24.46764389,30.86952591,5.365604,266.072635,-6.312854651,57.44775772,2.268296914,1.551591408,-0.233, , ,229.3,266.1, , , , TRUE,92%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_143709, SD_2025.01.21_14.37.09_107,72.83,8.69,-0.95,1289,88.5,1292,3.9,255.9,292.4,50.3,98765,98765,98765,98765,72.87,14.81,-3,2815.7,-637,2874.3,-12.3,0,0, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_143755, SD_2025.01.21_14.37.55_200,73.03,7.2,-2.47,2084.5,54.6,2085.2,1.5,246.4,269.7,51.6,-0.9,-3.2,50.3,-4.2,73.42,8.53,-4.19,2211.9,-281.5,2247.4,-6.4,0,0, , GCQ,20250121_143740, Driver,  Standard,73.6,8.2,-1.4,2334,-155,-3.8,2339,253.6,273.8,-15,30.7,21.8,50.4,1.46,1.2,-3.2,0.1,5,11.4,2271.6,-6,-2.5, , TM4,20250121_143740, 2025-01-21 PM 2:37:40, , , Unknown Player, Driver, Premium,49.71,0.6,-1.6,-4.4,47.441,-1.81,9.616,-0.88,0.72,74.1916,1.4925,8.208,-1.025,2332.65, Measured,-1.882,153.5334015,19.32768499,-4.80695633,222.876349,-7.512478262,6.540060394,5.226163,236.7649985,-8.003477156,27.75159121,29.70500183,5.744038,268.7375964,-9.10323538,53.29219066,6.229724468,-5.750489084,-3.769, , ,236.9,268.9, , , , TRUE,94%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_143827, SD_2025.01.21_14.38.27_201,73.22,7.07,-3.37,2045.2,-341.8,2073.5,-9.5,244.9,268.9,53.4,-3.5,-2.4,49.3,-5.9,73.57,7.13,-5.21,2746.8,-199.9,2807.8,-2.5,0,0, , GCQ,20250121_143812, Driver,  Standard,73.4,6.5,-2.6,2621,266,5.8,2634,244,263.7,0.6,29.5,19.2,50.6,1.45,-0.4,-3.3,0.5,5.3,9.6,2329.4,0,-7.4, , TM4,20250121_143812, 2025-01-21 PM 2:38:12, , , Unknown Player, Driver, Premium,49.758,-1.2,-1.6,1.1,46.533,-3.517,6.833,-1.824,-0.224,73.5307,1.4778,5.241,-1.81,2601.13, Measured,7.498,157.5005035,16.89515321,0.050764883,224.6604827,4.923647822,3.924849491,5.455517,232.9572431,5.708774042,26.84697381,28.24128342,5.780727,263.4068349,8.600347745,55.27566643,-1.567391412,-7.43353759,13.062, , ,233.0,263.5, , , , TRUE,96%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_143809, SD_2025.01.21_14.38.09_109,72.72,8.38,-1.28,1598,328.1,1631.3,11.6,251.4,276.2,51.8,98765,98765,98765,98765,72.9,13.36,-1.52,2516.5,-713.5,2636.5,-16.3,0,0, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_143850, SD_2025.01.21_14.38.50_202,76.34,10.66,-0.39,2479.2,184.3,2486.1,4.3,268.4,283,54.5,-3.1,-1.9,50.6,-5.4,75.81,9.62,-2.93,2884.8,158.9,2905.4,3,0,0, , GCQ,20250121_143834, Driver,  Standard,76.3,9.3,0.1,2817,461,9.3,2854,262.3,278.4,23.8,38.5,30.2,52.8,1.44,0.8,-3.2,2.5,3.5,14.6,2495.4,-3,-5.1, , TM4,20250121_143834, 2025-01-21 PM 2:38:34, , , Unknown Player, Driver, Premium,51.689,0,-2.2,-2.7,44.808,-2.919,10.77,0.255,2.455,76.7149,1.4842,9.112,-0.154,2908.3, Measured,12.75,169.2063904,25.04562466,10.82941765,164.8599667,10.51749042,25.03372242,3.339497,252.1167228,21.07476809,35.85730964,25.65650368,6.827703,272.5602161,23.23948597,55.37110538,4.337576,-7.45766575,21.75, , ,253.0,273.5, , , , TRUE,65%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_143832, SD_2025.01.21_14.38.32_110,75.85,12.55,1.32,2392.9,572,2460.4,13.4,265.1,277.1,55,98765,98765,98765,98765,76.05,14.75,-2.09,2476.2,-249.5,2454.3,-6.9,0,0, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_143919, SD_2025.01.21_14.39.19_204,77.55,7.78,-1.6,2187.6,-211.5,2197.8,-5.5,269.7,292.2,55.5,-4.9,-0.7,51,-5.4,77.07,8.98,-4.38,2962.7,262.2,2990.6,4.1,0,0, , GCQ,20250121_143903, Driver,  Standard,77.3,8.5,-1.2,2830,227,4.6,2839,265.7,281.5,5.6,37.5,29,53.4,1.45,0.9,-3.5,1.6,3.7,14,2703.5,-2,-5.8, , TM4,20250121_143903, 2025-01-21 PM 2:39:03, , , Unknown Player, Driver, Premium,52.309,0,-1.8,-2.3,48.115,-2.659,10.218,-0.455,1.345,77.793,1.4872,8.619,-0.694,2793.02, Measured,8.117,176.2107849,25.89351103,3.634483267,246.7505629,10.84073482,9.235647535,6.04576,262.49899,12.80548791,33.24088163,28.86878777,6.685116,288.5886115,16.03645108,55.99443714,3.121309097,-4.112770374,15.98, , ,262.8,289.0, , , , TRUE,94%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_143946, SD_2025.01.21_14.39.46_205,76.18,10.55,-2.78,2454,12.8,2454,0.3,268.1,283.4,53.2,-0.1,-3.8,51.7,-4.2,75.43,9.3,-5.36,2544.5,-146.2,2578.8,-4.4,0,0, , GCQ,20250121_143930, Driver,  Standard,75.8,9.3,-2.8,2159,-334,-8.8,2185,267.2,287.6,-33.7,31.8,24.4,52.4,1.45,2,-3.5,0.2,4,12.7,2212.3,-2,-1.4, , TM4,20250121_143930, 2025-01-21 PM 2:39:30, , , Unknown Player, Driver, Premium,51.248,1.2,-1.6,-5.9,47.969,-1.344,10.107,-2.891,-1.291,76.4812,1.4924,8.828,-2.732,2189.81, Measured,-7.963,157.2959137,21.15577893,-9.871151896,219.3265844,-15.963355,10.96035114,4.953998,243.2415609,-18.4173677,29.01185978,30.47546005,5.820288,275.7567329,-21.70570398,58.96409996,2.392383551,1.855311814,-6.835, , ,243.9,276.6, , , , TRUE,90%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_143927, SD_2025.01.21_14.39.27_114,75.7,9.8,-2.12,723,-181,745.3,-14.1,245.4,268.9,50.3,98765,98765,98765,98765,74.92,15.64,-2.38,2335.6,-593.4,2437.5,-16.6,0,1, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_144021, SD_2025.01.21_14.40.21_206,73.1,8.67,1.23,2028,-79.7,2029.6,-2.3,252.2,274.3,53.8,-0.1,2.1,42.2,2.1,72.52,10.11,-1.76,2368.5,-281.2,2443.6,-9.5,0,0, , GCQ,20250121_144005, Driver,  Standard,73.2,8.6,1.5,2580,-216,-4.8,2589,251.4,269.9,-3.7,34,24.7,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144005, 2025-01-21 PM 2:40:05, , , Unknown Player, Driver, Premium,50.253,0.2,4.8,-2.9,40.958,4.303,9.92,0.927,-3.873,73.4169,1.4609,8.503,1.496,2486.31, Measured,7.526,159.1743469,22.75847388,6.668001543,229.8403989,12.66508043,5.8690886,5.731063,240.1157629,13.63198637,31.67709921,28.89891052,6.143132,268.0748754,16.22689238,48.16258416,-9.538052994,5.522201539,7.369, , ,240.5,268.6, , , , TRUE,96%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144003, SD_2025.01.21_14.40.03_115,72.56,8.85,2.66,1766,58,1766.9,1.9,241.6,262,53.4,98765,98765,98765,98765,72.43,12.04,0.92,2741.4,116,2765.8,1.7,0,1, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_144049, SD_2025.01.21_14.40.49_207,73.24,12.22,2.9,2644.4,-68.6,2645.3,-1.5,255.7,267.6,55.2,-3.4,3.3,41.6,-1.4,72.91,11.69,-0.5,2732.4,133,2752.2,1.6,0,0, , GCQ,20250121_144034, Driver,  Standard,73.3,10.8,3.4,3084,188,3.5,3090,250.1,264.9,24.2,41.7,33.8,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144034, 2025-01-21 PM 2:40:34, , , Unknown Player, Driver, Premium,50.397,0,2.2,-2.4,38.599,1.514,12.025,3.655,1.455,73.5341,1.4591,10.195,3.426,3012.26, Measured,10.101,167.3651733,29.08538027,19.4534315,220.5982998,30.85411195,18.42078722,5.435851,252.9381608,37.73274738,35.99089023,29.19188499,6.751494,276.4480926,42.56761264,47.45372397,-0.205730404,4.214794005,22.719, , ,255.7,279.7, , , , TRUE,87%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_144117, SD_2025.01.21_14.41.17_208,71.55,8.87,-1.44,2098.2,-214.7,2109.1,-5.8,245.7,269.1,56.5,98765,98765,98765,98765,0,0,0,0,0,0,0,0,0, , GCQ,20250121_144102, Driver,  Standard,71.5,7.9,-1.2,3370,164,2.8,3374,234.8,251.2,1.3,37.5,25.8,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144102, 2025-01-21 PM 2:41:02, , , Unknown Player, Driver, Premium,50.252,0.4,3,-4,40.904,3.015,9.216,-1.485,-4.485,71.9193,1.4312,7.366,-0.504,3338.06, Measured,11.863,160.2329712,22.3528103,4.274111255,237.7219745,16.52510935,-2.443970337,6.486412,234.2107227,15.75820819,33.80494418,27.04003716,6.327318,256.6047196,20.56157853,47.49875396,-16.91817607,-2.037899098,17.813, , ,234.7,257.4, , , , TRUE,101%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_144634, SD_2025.01.21_14.46.34_209,68.75,12.18,1.69,2698.7,146.6,2702.7,3.1,236.1,250.6,47.5,-5.8,1.1,53.9,-4.3,68.41,13.3,-1.16,3441.4,188.1,3434.1,2.8,0,0, , GCQ,20250121_144618, Driver,  Standard,68.6,10.7,1.6,4122,719,9.9,4184,217.5,229.5,28.8,43.5,31.7,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144618, 2025-01-21 PM 2:46:18, , , Unknown Player, Driver, Premium,46.783,-2.8,0.8,5.1,51.347,-2.111,12.693,1.878,1.078,69.1977,1.4791,9.973,1.69,4190.79, Measured,16.218,152.288559,30.64118106,16.84352634,201.9952802,30.94354221,15.68561307,5.794836,223.0183477,37.05511691,41.24773632,27.54097366,6.798517,239.1687695,41.56081852,57.98999396,-6.936431819,0.664702907,30.553, , ,226.1,242.8, , , , TRUE,91%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144615, SD_2025.01.21_14.46.15_000,68.25,11.45,2.72,2206.2,606.9,2288.2,15.4,215.7,225.1,50.3,98765,98765,98765,98765,57.87,13.78,0.48,1968.8,-484,2230.6,-20,0,1, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_144656, SD_2025.01.21_14.46.56_210,70.18,10.85,0.28,2619.4,58.8,2620.1,1.3,240.9,256.7,48.6,-3.8,0,52.3,-3.8,69.85,13.19,-1.39,3588.9,184,3578.3,2.6,0,0, , GCQ,20250121_144641, Driver,  Standard,69.9,10.3,0.6,3897,313,4.6,3910,225.8,237.7,13.3,43,32.1,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144641, 2025-01-21 PM 2:46:41, , , Unknown Player, Driver, Premium,48.412,-2,1,3,50.438,-1.338,12.267,0.176,-0.824,70.5153,1.4566,9.761,0.309,3930.57, Measured,10.56,160.4014435,31.03863866,9.518403529,230.0457206,23.64464176,1.695539578,6.904569,231.9657037,24.08419159,41.59515676,26.44833565,7.002221,247.667298,27.64939567,58.89190601,-8.117384511,1.306861759,22.839, , ,233.2,249.2, , , , TRUE,99%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144638, SD_2025.01.21_14.46.38_001,69.56,10.34,1.6,2222.7,291.2,2241.7,7.5,234.1,247.7,50.3,98765,98765,98765,98765,69.73,15.1,-1.17,3028.6,-177.6,3044,-3.2,0,1, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_144721, SD_2025.01.21_14.47.21_211,70.4,11.12,-0.88,2657.2,-266.8,2670.5,-5.7,241.3,256.7,48.8,-2.8,0.6,54.1,-1.5,70.18,11.13,-2.18,3314.1,-263.6,3374.8,-5.9,0,0, , GCQ,20250121_144706, Driver,  Standard,70.1,9.4,0,3603,-474,-7.5,3634,228.1,240.5,-17.1,40.5,29,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144706, 2025-01-21 PM 2:47:06, , , Unknown Player, Driver, Premium,47.391,-1.2,1.6,0.5,51.678,0.064,11.433,0.058,-1.542,70.505,1.4877,9.164,0.342,3580.38, Measured,-3.302,158.1417694,25.02091469,-1.414883227,225.9084512,-2.666096609,5.031898104,6.148464,233.1623746,-2.769481461,36.26216985,26.69390869,6.482536,253.2079354,-3.037881331,55.5183294,-4.940224427,-1.602613022,-4.161, , ,233.2,253.2, , , , TRUE,97%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144703, SD_2025.01.21_14.47.03_002,69.85,10.36,1.38,1423,-104.1,1426.8,-4.2,242.2,264.9,50.3,98765,98765,98765,98765,70.36,14.97,-1.65,3005.2,-230.3,3044.8,-4.5,0,0, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_144756, SD_2025.01.21_14.47.56_213,70.1,5.74,-1.83,1684.2,-300.9,1710.9,-10.1,217.1,246.2,48.5,-2.8,-0.7,54.1,-2.9,70.29,9.25,-1.78,3434.6,-67.9,3443.7,-1.8,0,0, , GCQ,20250121_144740, Driver,  Standard,70.1,5.9,-1.1,3474,48,0.8,3474,223.3,239.5,-2.9,33,20.1,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144740, 2025-01-21 PM 2:47:40, , , Unknown Player, Driver, Premium,48.39,-2,1.6,2.7,52.187,-0.616,7.712,-1.672,-3.272,70.6251,1.4595,5.614,-0.975,3467.2, Measured,5.258,150.1289215,16.83619418,0.539541302,212.6119591,4.483458828,3.555069445,5.439206,219.6245607,5.065149024,28.35558045,27.24822044,5.728572,246.4242392,7.300256139,54.71883435,-11.54426801,-5.581793404,8.8, , ,219.7,246.5, , , , TRUE,97%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144737, SD_2025.01.21_14.47.37_004,69.54,8.82,0.04,1554,63.1,1555.3,2.3,230.2,248.9,50.3,98765,98765,98765,98765,70.51,13.48,-2.08,2923.5,-458.8,2993.3,-8.9,0,0, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_144827, SD_2025.01.21_14.48.27_215,70.14,10.05,-2.12,2415.5,-239.1,2427.3,-5.7,239.8,258.5,48.5,-2.3,-1.4,53,-3.3,69.87,11.3,-3.31,3189.6,-115.2,3205.6,-1.8,0,0, , GCQ,20250121_144812, Driver,  Standard,69.9,9.7,-0.7,3779,-284,-4.3,3790,226.4,240.2,-12.9,41.7,30.2,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144811, 2025-01-21 PM 2:48:11, , , Unknown Player, Driver, Premium,48.028,-1.4,0.8,1.5,48.992,-1.019,11.701,-0.407,-1.207,70.4107,1.466,9.325,-0.179,3732.41, Measured,4.121,160.5555725,28.86659979,-0.685120897,228.2986192,2.912032686,3.314905164,6.776824,232.2693884,3.225427457,40.61895689,25.58560753,6.980901,248.1118704,4.470209655,57.06983667,-8.776715872,-3.085302203,3.951, , ,232.3,248.2, , , , TRUE,98%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144809, SD_2025.01.21_14.48.09_005,69.73,10.45,0.01,2062.1,83,2063.8,2.3,230.1,244.3,50.3,98765,98765,98765,98765,69.99,15.64,-2.87,3102,-411.4,3141.2,-6.9,0,0, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_145026, SD_2025.01.21_14.50.26_217,76.11,13.09,-0.1,3060,477.4,3097,8.9,260.7,269.7,53.7,1.4,-2.8,46.8,-1.8,75.87,11.88,-2.42,2096.8,-294.5,2204.5,-10,0,0, , GCQ,20250121_145010, Driver,  Standard,76.1,11.8,-0.2,2289,305,7.6,2309,274.8,291.3,17.6,38.6,33.4,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_145010, 2025-01-21 PM 2:50:10, , , Unknown Player, Driver, Premium,51.395,2.4,-1,-10,45.34,0.721,12.765,0.048,1.048,76.4193,1.4869,11.428,-0.107,2285.81, Measured,15.376,171.2319183,29.55899314,10.48418224,241.4004935,24.91848158,12.58984731,5.898673,261.7223133,29.7857301,35.21357983,29.88501358,6.717558,287.3872804,35.8404497,56.02144289,2.950177934,-0.662750298,30.272, , ,263.4,289.6, , , , TRUE,92%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_145008, SD_2025.01.21_14.50.08_001,75.47,12.13,0.8,1035,285.4,1073.6,15.4,264.3,286.4,51.8,98765,98765,98765,98765,75.17,17.75,-1.5,3321.9,-428.9,3374,-8.2,0,1, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_145105, SD_2025.01.21_14.51.05_218,77.28,13.11,-1.7,2498.6,-201.2,2506.7,-4.6,274.4,284.2,53.1,3.9,-1.2,49.6,3.1,77.11,12.43,-2.98,2047.9,-716.8,2222.5,-19.3,0,0, , GCQ,20250121_145050, Driver,  Standard,77.2,11.6,-0.6,2109,-154,-4.2,2115,282.7,299.7,-13,36.6,31.8,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_145049, 2025-01-21 PM 2:50:49, , , Unknown Player, Driver, Premium,52.227,4.8,0.4,-16.5,47.67,4.312, , , ,77.5897,1.4856,11.136,-0.189, , Undefined,-2.906,167.3895416,28.06636661,-2.656699332,250.0902944,-5.703510109,5.686670876,6.023873,259.1147604,-6.071167866,33.7633021,31.15957451,6.368687,287.4422562,-7.215479424,51.1638478,-2.491288895,-8.181691806,-5.216, , ,259.2,287.5, , , , TRUE,97%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_145047, SD_2025.01.21_14.50.47_004,76.8,11.52,0.25,907,41.4,907.9,2.6,262.2,281.1,51.8,98765,98765,98765,98765,75.15,16.06,-2.38,3047.3,-830.6,3116.8,-14.1,0,1, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
Wave,20250121_145135, SD_2025.01.21_14.51.35_219,75.92,13.3,1.88,2897.7,705,2982.2,13.7,260.7,269.7,53.6,2.4,-1.4,47.8,0.5,76.01,15.23,-0.1,2839.4,304.3,2905.4,3.4,0,0, , GCQ,20250121_145120, Driver,  Standard,76,14,2.9,2352,393,9.5,2385,276.3,292.4,39.3,42.8,40.5,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_145120, 2025-01-21 PM 2:51:20, , , Unknown Player, Driver, Premium,51.861,3.6,-0.2,-13.3,44.245,2.812,15.032,3.353,3.553,76.239,1.4701,13.673,2.914,2410.54, Measured,16.286,175.5898895,37.43535743,22.52852182,184.5695888,25.40066756,36.88091249,4.116323,265.373009,44.44017567,41.22316794,30.28242493,7.332295,285.3933169,49.11495331,55.6052915,3.830307135,1.033613955,31.082, , ,269.1,289.6, , , , TRUE,70%, , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_145117, SD_2025.01.21_14.51.17_006,75.25,14.35,4.05,1193,216.1,1212.4,10.3,276.2,295.4,53.4,98765,98765,98765,98765,75.93,16.53,2.45,3358.6,-355.1,3420.7,-7.2,0,1, , ,,,,,,,,드라이빙레인지,50m,"1,016hPa",24도,60%,4m/s,→,0mm,100%,프로,3피스,무
