SensorName,Date-Time(Wave),Name(Wave),Speed(Wave),Launch(Wave),Dir(Wave),BS(Wave),SS(Wave),TS(Wave),SA(Wave),Carry(Wave),Total(Wave),HeadSpeed(Wave),AA(Wave),CP(Wave),SP(Wave),SD(Wave),ML1_SP(Wave),ML1_LA(Wave),ML1_DA(Wave),ML1_BS(Wave),ML1_SS(Wave),ML1_SR(Wave),ML1_SA(Wave),RCT_MEA(Wave),RCT_MEA_AI(Wave),,SensorName,Date-Time(GCQ),ForesightSports:PLAYER1-2025-01-17¿ÀÈÄ4:5Club(GCQ),Ball(GCQ),BallSpeed(GCQ),LaunchAngle(GCQ),SideAngle(GCQ),Backspin(GCQ),Sidespin(GCQ),TiltAngle(GCQ),TotalSpin(GCQ),Carry(GCQ),Total(GCQ),Offline(GCQ),DescentAngle(GCQ),PeakHeight(GCQ),ClubSpeed(GCQ),Efficiency(GCQ),AngleofAttack(GCQ),ClubPath(GCQ),FacetoPath(GCQ),Lie(GCQ),Loft(GCQ),ClosureRate(GCQ),FaceImpactLateral(GCQ),FaceImpactVertical(GCQ),,SensorName,Date-Time(TM4),Date(TM4),TMDNo(TM4),TMDFilename(TM4),Player(TM4),Club(TM4),Ball(TM4),ClubSpeed(TM4),AttackAngle(TM4),ClubPath(TM4),LowPoint(TM4),SwingPlane(TM4),SwingDirection(TM4),Dyn.Loft(TM4),FaceAngle(TM4),FaceToPath(TM4),BallSpeed(TM4),SmashFactor(TM4),LaunchAngle(TM4),LaunchDirection(TM4),SpinRate(TM4),SpinRateType(TM4),SpinAxis(TM4),MaxHeight-Dist.(TM4),MaxHeight-Height(TM4),MaxHeight-Side(TM4),LastdataPoint-Length(TM4),LastdataPoint-Side(TM4),LastdataPoint-Height(TM4),LastdataPoint-Time(TM4),CarryFlat-Length(TM4),CarryFlat-Side(TM4),CarryFlat-Land.Angle(TM4),CarryFlat-BallSpeed(TM4),CarryFlat-Time(TM4),Est.TotalFlat-Length(TM4),Est.TotalFlat-Side(TM4),DynamicLie(TM4),ImpactOffset(TM4),ImpactHeight(TM4),Curve(TM4),SpinAxis(Sim)(TM4),Curve(Sim)(TM4),Carry(Sim)(TM4),Total(Sim)(TM4),CarrySide(Sim)(TM4),Totalside(Sim)(TM4),LandingAngle(Sim)(TM4),UseInStat(TM4),Tags(TM4),Condition(TM4),Email(TM4),,SensorName,Date-Time(Max),ShotID(Max),BallSpd.(Max),LaunchAngle(Max),LaunchDirection(Max),BackSpin(Max),SideSpin(Max),Totalspin(Max),SpinAxis(Max),HeadSpd.(Max),ClubPath(Max),FaceAngle(Max),AttackAngle(Max),DynamicLoft(Max),ImpactPoint(H)(Max),ImpactPoint(V)(Max),LowPoint(Max),SwingPlane(Max),SwingDirection(Max),ClubLie(Max),ClosureRate(Max),Faxis(Max),T/Hdiff.(Max),E(Max),Tag(Max),Time(Max),,SensorName,Date-Time(GRadar),Name(GRadar),Speed(GRadar),Launch(GRadar),Dir(GRadar),BS(GRadar),SS(GRadar),TS(GRadar),SA(GRadar),Carry(GRadar),Total(GRadar),HeadSpeed(GRadar),AA(GRadar),CP(GRadar),SP(GRadar),SD(GRadar),ML1_SP(GRadar),ML1_LA(GRadar),ML1_DA(GRadar),ML1_BS(GRadar),ML1_SS(GRadar),ML1_SR(GRadar),ML1_SA(GRadar),RCT_MEA(GRadar),RCT_MEA_AI(GRadar),,
Wave,20250117_143642, SI_2025.01.17_14.36.42_119, 48.31, 15.34, 6.36, 4714.2, 1195.0, 4863.3, 14.2, 136.6, 150.1, 42.5, -4.1, 1.6, 55.4, -3.2, 25.68, 25.66, 8.18, 2174.7, -37.0, 2159.2, -0.6, 0, 0, , GCQ,20250117_143631, Iron,  Standard,  48.9,  15.0,  6.0,  4887,  2576,  27.8,  5524,  133.2,  143.6,  45.1,  37.3,  17.7,  42.3,  1.16,  -0.4,  2.1,  --,  --,  --,  --,  --,  --, , TM4,20250117_143630, 2025-01-17 PM 2:36:30, , , Unknown Player, 7 Iron, Premium, 41.106, -0.4000000000000001, -0.6000000000000001, 1, 54.098, -1.062, 19.297999999999995, 6.323, 6.923, 49.0153, 1.1924, 14.462, 4.534, 5579.16, Measured, 28.536999999999995, 83.82695007324219, 16.71446188747951, 16.971293846836407, 117.47381345135518, 32.237842758759236, 7.936134352145926, 4.202644, 129.5870439367019, 37.94896606062909, 36.96935953284174, 22.225284576416016, 4.883281, 142.29039042397636, 43.79075454872836, 59.57734208374355, -27.185198850970302, -9.23326240686186, 28.035, , , , , , , , TRUE, , , , , Max,20250117_143630, 1790,  49.0,  15.9,  5.2,  4366.6,  -77.8,  4367.3,  -1.0,  36.1,  1.6,  21.0,  -2.5,  29.9,  17.7,  -1.2,  62.7,  57.3,  -1.0,  1.7,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:36:30, , GRadar,20250117_143628, SD_2025.01.17_14.36.28_064, 48.02, 14.65, 5.41, 5447.3, 1825.0, 5744.8, 18.5, 125.5, 136.6, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 49.05, 20.94, 2.38, 6501.7, 721.0, 6533.8, 6.0, 0, 0, , 
Wave,20250117_143707, SI_2025.01.17_14.37.07_120, 56.46, 18.24, 2.46, 5172.4, 273.6, 5179.6, 3.0, 172.1, 178.6, 41.1, -4.6, 1.7, 51.8, -3.1, 79.28, 16.56, -0.76, 8605.2, 982.7, 8659.0, 10.9, 0, 1, , GCQ,20250117_143656, Iron,  Standard,  57.0,  15.9,  1.8,  5894,  257,  2.5,  5900,  167.0,  175.2,  9.8,  47.0,  31.2,  43.0,  1.32,  -1.0,  1.4,  --,  --,  --,  --,  --,  --, , TM4,20250117_143655, 2025-01-17 PM 2:36:55, , , Unknown Player, 7 Iron, Premium, 41.963, -1, -1.4, 2.5999999999999996, 54.77, -2.2559999999999993, 19.844000000000005, 0.999, 2.399, 57.4691, 1.3695, 15.271, 0.44399999999999995, 5871.81, Measured, 3.729999999999999, 109.93278503417969, 33.85987408143225, 4.54048609419539, 158.4058323260238, 14.972841675329484, -0.26112967730077635, 6.655455, 158.1983334818693, 14.90935329256593, 50.87525063428711, 23.755813598632812, 6.641301, 164.21172837702477, 16.743542629549594, 61.18404842019819, -2.9537013970748083, -5.749551683301196, 13.688, , , , , , , , TRUE, , , , , Max,20250117_143655, 1791,  57.3,  16.6,  0.9,  6263.1,  315.4,  6271.1,  2.9,  38.2,  -5.5,  13.8,  -1.1,  23.8,  12.6,  30.0,  28.0,  0.0,  -7.7,  11.8,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:36:55, , GRadar,20250117_143653, SD_2025.01.17_14.36.53_065, 55.74, 16.50, 0.89, 5015.0, 573.0, 5047.7, 6.5, 155.6, 159.4, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 56.84, 18.10, -1.67, 4331.0, -1029.8, 4722.3, -15.4, 0, 1, , 
Wave,20250117_143738, SI_2025.01.17_14.37.38_121, 52.32, 17.79, 5.46, 4512.3, 1336.5, 4706.0, 16.5, 156.1, 166.2, 37.9, -0.8, -0.2, 60.7, -2.2, 52.81, 20.05, 1.41, 5080.0, 494.7, 5121.8, 5.0, 0, 0, , GCQ,20250117_143726, Iron,  Standard,  52.4,  17.4,  5.3,  2905,  167,  3.3,  2910,  168.1,  180.8,  21.3,  39.9,  25.4,  43.3,  1.21,  -1.6,  0.9,  --,  --,  --,  --,  --,  --, , TM4,20250117_143726, 2025-01-17 PM 2:37:26, , , Unknown Player, 7 Iron, Premium, 40.462, -0.8, 0.6, 1.7000000000000002, 64.84399999999998, 0.23, 19.336, 4.171999999999999, 3.572, 52.7038, 1.3025, 16.880999999999997, 3.7199999999999998, 2917.05, Measured, 15.909, 104.31684875488281, 24.516559304817836, 14.566535527203834, 154.33893082942294, 29.98959415241154, 7.471916603578394, 5.272319, 164.3476748747873, 33.208122372451456, 38.90018357046594, 25.896875381469727, 5.767674, 182.4683024574151, 38.82979582607205, 62.84995761448172, -7.656309029268213, 0.311916826436818, 22.695, , , , , , , , TRUE, , , , , Max,20250117_143725, 1792,  52.6,  18.2,  4.2,  2864.3,  70.0,  2865.2,  1.4,  37.1,  1.5,  6.9,  -9.1,  21.2,  -5.5,  -5.0,  224.0,  66.9,  -14.6,  2.7,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:37:25, , GRadar,20250117_143723, SD_2025.01.17_14.37.23_066, 52.09, 17.13, 4.38, 3879.0, 656.0, 3934.0, 9.6, 154.9, 162.9, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 51.88, 18.60, 0.53, 4342.9, -357.4, 4391.5, -6.6, 0, 1, , 
Wave,20250117_143805, SI_2025.01.17_14.38.05_122, 53.32, 14.79, -0.33, 3948.0, 123.3, 3949.9, 1.8, 162.6, 176.1, 39.4, -0.9, -1.1, 53.1, -2.1, 31.04, 23.78, -1.84, 2252.6, -22.3, 2244.0, -4.7, 0, 0, , GCQ,20250117_143753, Iron,  Standard,  54.0,  14.1,  0.2,  5381,  -861,  -9.1,  5449,  157.6,  168.7,  -13.3,  42.0,  24.0,  41.6,  1.30,  1.7,  1.2,  --,  --,  --,  --,  --,  --, , TM4,20250117_143753, 2025-01-17 PM 2:37:53, , , Unknown Player, 7 Iron, Premium, 41.012, 1.4999999999999996, -1.9000000000000001, -4.1, 53.755, -0.9689999999999999, 17.658, -0.8880000000000001, 1.012, 54.4413, 1.3274, 13.228999999999997, -1.2320000000000002, 5366.3, Measured, -0.5890000000000001, 99.70184326171875, 24.412020986558808, -2.98253265162437, 143.99048629183784, -3.918039455322295, -2.7080269445748772, 6.048231, 141.70615119930932, -3.911200031577209, 49.09707821332218, 20.491167068481445, 5.876527, 148.02028170368675, -3.9388413987991417, , , , -0.864, , , , , , , , TRUE, , , , , Max,20250117_143753, 1793,  54.4,  14.8,  -0.7,  5416.0,  -1054.3,  5517.7,  -11.0,  37.6,  1.8,  6.6,  -2.0,  20.6,  5.5,  0.8,  48.9,  56.5,  0.1,  4.4,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:37:53, , GRadar,20250117_143750, SD_2025.01.17_14.37.50_067, 53.24, 13.89, -0.70, 5162.0, 60.0, 5162.4, 0.7, 137.7, 142.0, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 54.69, 18.80, -3.36, 4981.4, -599.7, 5023.0, -6.9, 0, 1, , 
Wave,20250117_143835, SI_2025.01.17_14.38.35_123, 55.81, 14.81, -0.11, 3395.3, 84.4, 3396.4, 1.4, 176.4, 190.7, 41.0, 0.4, -0.6, 53.1, -0.4, 55.88, 14.59, -3.02, 4124.0, -234.2, 4140.6, -4.5, 0, 0, , GCQ,20250117_143823, Iron,  Standard,  55.9,  15.0,  0.5,  3202,  -1242,  -21.2,  3434,  173.8,  186.1,  -30.0,  39.1,  24.2,  42.6,  1.31,  1.1,  3.8,  --,  --,  --,  --,  --,  --, , TM4,20250117_143823, 2025-01-17 PM 2:38:23, , , Unknown Player, 7 Iron, Premium, 41.463, 2.1, 1.1000000000000003, -5.199999999999999, 58.080999999999996, 2.341, 17.411, -1.142, -2.242, 56.4765, 1.3621, 14.721999999999996, -0.7390000000000001, 3409.31, Measured, -18.157, 107.13909149169922, 20.96772649028126, -9.056436029010724, 162.00354119967167, -20.88429618967979, 0.4559141659831497, 5.419412, 162.5704217581089, -21.01274695668218, 38.804580380261235, 23.883625030517578, 5.450003, 178.4979897263802, -24.61319633978982, , , , -18.932, , , , , , , , TRUE, , , , , Max,20250117_143823, 1794,  56.2,  15.8,  0.0,  3354.9,  -1044.6,  3513.8,  -17.3,  37.6,  4.3,  9.7,  -0.9,  21.4,  3.0,  -5.2,  21.8,  56.1,  3.3,  3.7,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:38:23, , GRadar,20250117_143820, SD_2025.01.17_14.38.20_068, 54.77, 13.98, -0.33, 3984.9, -869.0, 4078.5, -12.3, 161.1, 174.9, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 56.28, 17.78, -2.46, 3527.5, -576.2, 3799.9, -15.1, 0, 1, , 
Wave,20250117_143907, SI_2025.01.17_14.39.07_124, 49.52, 4.42, -5.22, 1268.0, -1163.0, 1720.5, -42.5, 63.4, 88.7, 37.9, 2.2, 0.1, 57.3, 3.2, 47.75, 16.72, -4.81, 5569.6, 688.2, 5619.4, 6.7, 0, 1, , GCQ,20250117_143855, Iron,  Standard,  49.6,  3.6,  -2.7,  1351,  -627,  -24.9,  1489,  65.3,  139.0,  -16.8,  4.9,  4.2,  43.1,  1.15,  2.5,  3.2,  --,  --,  --,  --,  --,  --, , TM4,20250117_143855, 2025-01-17 PM 2:38:55, , , Unknown Player, 7 Iron, Premium, 41.898, , , , 56.567, 3.2539999999999996, 5.048000000000001, -3.6320000000000006, , 49.9761, 1.1928, 3.8260000000000005, -3.1310000000000002, 1466.33, Measured, -24.588000000000005, 26.472929000854492, 0.9542490911964168, -2.053809866063398, 63.47923009211784, -6.247953726078995, -1.6067153892008208, 1.49826, 49.849452303410125, -4.5214545286047745, 4.938614478163533, 39.06167221069336, 1.136244, 110.09645090297755, -11.66201147440628, , , , -1.803, , , , , , , , TRUE, , , , , Max,20250117_143855, 1795,  49.8,  4.3,  -3.0,  1184.9,  -406.2,  1252.6,  -18.9,  36.3,  -0.9,  11.5,  -9.2,  21.4,  18.1,  1.2,  227.8,  66.0,  -14.8,  1.1,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:38:55, , GRadar,20250117_143852, SD_2025.01.17_14.38.52_069, 49.60, 2.71, -3.10, 884.9, 0.0, 884.9, 0.0, 44.2, 66.3, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 49.50, 17.51, -2.14, 5700.9, -357.0, 5830.9, -5.8, 0, 1, , 
Wave,20250117_143931, SI_2025.01.17_14.39.31_125, 53.89, 17.55, 3.33, 4732.7, 939.1, 4825.0, 11.2, 163.1, 171.7, 39.4, -1.6, -0.7, 53.4, -3.1, 54.55, 18.53, 0.26, 4316.8, -82.1, 4414.9, -2.6, 0, 0, , GCQ,20250117_143919, Iron,  Standard,  54.4,  16.9,  3.3,  3272,  -120,  -2.1,  3274,  173.9,  187.2,  7.6,  41.7,  27.5,  42.8,  1.27,  -0.7,  1.1,  --,  --,  --,  --,  --,  --, , TM4,20250117_143919, 2025-01-17 PM 2:39:19, , , Unknown Player, 7 Iron, Premium, 40.92, -0.6, 1.2, 1.2, 62.029999999999994, 0.899, 19.087, 1.7959999999999998, 0.5959999999999999, 54.7518, 1.338, 16.396, 1.7210000000000003, 3273.27, Measured, 7.026000000000001, 113.28688049316406, 25.851120567493187, 6.207866647549558, 170.63753708394353, 15.907840398733578, 0.24567555453381643, 6.130964, 170.90823798022475, 15.962783111125422, 42.118649666421554, 23.736196517944336, 6.146425, 184.9651336154153, 18.811910188605445, 61.61605047192023, -12.055662232241607, 1.0756085768460253, 10.845, , , , , , , , TRUE, , , , , Max,20250117_143919, 1796,  54.6,  17.7,  2.3,  3292.8,  -243.4,  3301.8,  -4.2,  37.7,  3.3,  11.1,  -2.4,  26.9,  8.6,  -2.7,  60.8,  59.0,  1.2,  5.2,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:39:19, , GRadar,20250117_143916, SD_2025.01.17_14.39.16_070, 53.67, 16.23, 2.25, 3190.3, 306.0, 3205.0, 5.5, 163.9, 172.5, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 55.02, 19.56, -0.83, 2715.0, -985.6, 3196.9, -24.2, 0, 0, , 
Wave,20250117_144000, SI_2025.01.17_14.40.00_126, 55.06, 18.42, 4.44, 4273.0, 1000.0, 4388.4, 13.2, 169.8, 178.0, 41.0, -0.1, -0.1, 52.9, -1.3, 55.02, 17.90, 0.80, 4744.1, 259.1, 4769.4, 4.5, 0, 1, , GCQ,20250117_143948, Iron,  Standard,  55.5,  16.9,  4.1,  5886,  932,  9.0,  5959,  161.4,  169.4,  26.6,  47.2,  30.7,  42.9,  1.29,  1.4,  2.7,  --,  --,  --,  --,  --,  --, , TM4,20250117_143948, 2025-01-17 PM 2:39:48, , , Unknown Player, 7 Iron, Premium, 41.133, 1, 0.2, -2.9, 55.92600000000001, 0.9079999999999999, 21.299, 3.01, 2.81, 55.9348, 1.3599, 16.527999999999995, 2.325, 5977.35, Measured, 16.299, 104.76009368896484, 32.48988884630051, 15.476973092860456, 144.887132413093, 33.867192999952515, 6.032247803089298, 6.214548, 149.8786064722828, 36.1255027618291, 50.82772256218968, 23.467151641845703, 6.560571, 155.72251863710696, 38.63857012806061, 59.98275016644601, -12.816630691561114, -7.79766655217774, 30.194, , , , , , , , TRUE, , , , , Max,20250117_143948, 1797,  55.7,  17.7,  3.1,  6385.7,  725.7,  6426.8,  6.5,  37.3,  0.9,  3.6,  -2.1,  22.0,  2.0,  -7.6,  45.4,  52.7,  -0.8,  4.6,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:39:48, , GRadar,20250117_143945, SD_2025.01.17_14.39.45_071, 54.64, 17.27, 3.51, 5556.0, 1590.0, 5779.1, 16.0, 143.8, 147.7, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 55.34, 19.33, 0.12, 4967.9, -217.7, 4970.1, -2.2, 0, 1, , 
Wave,20250117_144029, SI_2025.01.17_14.40.29_127, 47.58, 16.97, 12.42, 4243.4, 3394.9, 5434.3, 38.7, 125.3, 139.3, 42.5, 3.2, -2.8, 53.4, -3.6, 48.12, 19.28, 7.88, 6292.3, 1947.6, 6666.6, 17.0, 0, 1, , GCQ,20250117_144017, Iron,  Standard,  48.5,  16.6,  11.4,  3394,  2255,  33.6,  4075,  135.1,  147.9,  62.3,  36.0,  17.7,  42.5,  1.14,  -1.0,  2.4,  --,  --,  --,  --,  --,  --, , TM4,20250117_144017, 2025-01-17 PM 2:40:17, , , Unknown Player, 7 Iron, Premium, 41.358, 0, -1.6, -0.5, 53.496, -1.6650000000000003, 19.504, 11.087, 12.687, 48.4326, 1.1711, 16.346, 8.862000000000002, 4088.5600000000004, Measured, 38.769, 77.02227783203125, 16.78119499871637, 25.604535483713313, 100.32127268777084, 40.01333930152634, 12.919385706667436, 3.300116, 125.72866090857785, 55.063368844500545, 34.74480946224672, 24.149852752685547, 4.547885, 143.272430525595, 65.26694698648788, 60.854324975323784, -26.4628363331263, -3.8461334137153744, 36.993, , , , , , , , TRUE, , , , , Max,20250117_144017, 1798,  48.5,  17.6,  10.3,  3581.1,  1881.0,  4045.0,  27.7,  35.9,  4.8,  14.9,  -1.5,  26.3,  -15.5,  -7.0,  41.0,  60.7,  4.4,  10.3,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:40:17, , GRadar,20250117_144014, SD_2025.01.17_14.40.14_072, 47.59, 16.49, 10.43, 3291.4, 2025.0, 3864.4, 31.6, 135.0, 149.1, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 48.70, 19.56, 9.60, 5743.3, 1171.9, 5920.4, 11.1, 0, 1, , 
Wave,20250117_144102, SI_2025.01.17_14.41.02_129, 56.84, 16.96, -1.65, 3615.3, -125.6, 3617.5, -2.0, 182.0, 192.8, 41.0, 1.5, -1.4, 56.6, -0.2, 57.59, 18.74, -4.74, 4519.3, -199.4, 4566.6, -4.2, 0, 1, , GCQ,20250117_144050, Iron,  Standard,  56.9,  16.0,  -1.3,  3753,  -1111,  -16.5,  3914,  177.0,  187.9,  -30.9,  43.1,  28.5,  43.1,  1.32,  0.7,  1.9,  --,  --,  --,  --,  --,  --, , TM4,20250117_144050, 2025-01-17 PM 2:40:50, , , Unknown Player, 7 Iron, Premium, 41.53, 0.2, 0.6, -0.8, 58.909000000000006, 0.73, 18.149, -3.0359999999999996, -3.6360000000000006, 57.3913, 1.3819, 15.186999999999998, -2.391, 3856.7000000000003, Measured, -10.394000000000002, 103.94849395751953, 22.779147366847354, -6.350735335576662, 168.99796368561854, -6.033416370280374, -3.5707809352003355, 5.691745, 164.64662453500034, -6.350895131009349, 38.020759107335564, 24.281818389892578, 5.460647, 180.77913199767534, -5.325142795952877, 62.57123301323541, -13.953119025142279, -2.2744215853817416, 0.518, , , , , , , , TRUE, , , , , Max,20250117_144049, 1799,  57.2,  16.7,  -2.4,  3790.7,  -1387.8,  4036.7,  -20.1,  38.2,  1.0,  11.3,  3.7,  20.0,  -6.4,  28.5,  -91.4,  58.2,  3.3,  5.8,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:40:49, , GRadar,20250117_144047, SD_2025.01.17_14.40.47_073, 57.18, 15.45, -2.15, 4140.0, -1291.0, 4336.6, -17.3, 172.6, 185.1, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 57.04, 18.45, -2.65, 3848.6, -798.7, 4046.8, -14.1, 0, 1, , 
Wave,20250117_144140, SI_2025.01.17_14.41.40_130, 55.78, 12.91, -5.44, 3405.2, -1144.5, 3592.3, -18.6, 168.3, 184.8, 41.1, -1.7, -0.8, 54.9, -1.1, 75.43, 19.26, 0.67, 7166.9, 238.3, 7297.1, 1.9, 0, 1, , GCQ,20250117_144129, Iron,  Standard,  55.6,  11.4,  -3.4,  3932,  -1446,  -20.2,  4189,  163.6,  176.9,  -39.5,  35.1,  18.7,  43.0,  1.29,  -0.8,  2.6,  --,  --,  --,  --,  --,  --, , TM4,20250117_144128, 2025-01-17 PM 2:41:28, , , Unknown Player, 7 Iron, Premium, 41.752, -0.4, 1, 0.8, 57.562999999999995, 0.6569999999999999, 13.823999999999998, -5.627, -6.627, 55.7996, 1.3365, 10.784, -4.171, 4158.3, Measured, -17.129, 103.2967529296875, 19.17522747601232, -18.1367184673512, 139.2857531278969, -29.983993088694366, 9.303987235613526, 4.559951, 152.75649437686036, -34.20693625883866, 38.65748335873589, 21.889881134033203, 5.333947, 166.39505469716556, -38.24331930338772, 63.03224952119437, -1.4236219289979808, -9.512608159356134, -23.288, , , , , , , , TRUE, , , , , Max,20250117_144128, 1800,  55.8,  12.0,  -3.6,  4483.1,  -1673.4,  4785.3,  -20.5,  37.5,  4.2,  4.9,  3.1,  11.3,  -9.2,  5.3,  -77.1,  54.8,  6.6,  6.5,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:41:28, , GRadar,20250117_144126, SD_2025.01.17_14.41.26_074, 54.89, 11.99, -4.02, 3410.3, -1027.6, 3561.8, -16.8, 153.3, 163.4, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 56.06, 16.58, -3.47, 4243.8, -567.9, 4468.8, -10.7, 0, 1, , 
Wave,20250117_144216, SI_2025.01.17_14.42.16_131, 46.85, 10.45, 5.78, 2864.8, 1722.7, 3342.9, 31.0, 110.0, 132.7, 44.0, 2.5, -3.0, 54.9, -3.0, 48.83, 21.68, 0.72, 7885.3, 361.6, 7973.2, 2.4, 0, 1, , GCQ,20250117_144204, Iron,  Standard,  47.2,  10.7,  4.9,  4255,  2557,  31.0,  4964,  117.4,  133.8,  38.7,  26.2,  10.0,  44.1,  1.07,  -0.5,  0.9,  --,  --,  --,  --,  --,  --, , TM4,20250117_144204, 2025-01-17 PM 2:42:04, , , Unknown Player, 7 Iron, Premium, 42.769, , , , 54.63000000000001, -1.538, 13.597999999999999, 6.46, , 47.4485, 1.1094, 9.943, 3.6010000000000004, 4847.09, Measured, 38.052, 71.36124420166016, 10.006137339715018, 14.313856397088706, 105.55129062237025, 28.806240115887505, 4.061660469852163, 3.490094, 114.9380707620351, 33.016891659703695, 26.000014001119762, 23.508697509765625, 3.931595, 136.56662716312135, 42.55282900027211, , , , 26.037, , , , , , , , TRUE, , , , , Max,20250117_144203, 1801,  47.3,  11.5,  4.3,  2791.0,  149.7,  2795.0,  3.1,  35.5,  1.5,  4.0,  -10.7,  15.6,  6.0,  -14.6,  263.4,  68.5,  -9.4,  1.9,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:42:03, , GRadar,20250117_144201, SD_2025.01.17_14.42.01_075, 46.81, 11.00, 4.58, 3433.2, 2025.0, 3985.9, 30.5, 110.6, 123.7, 45.5, 98765.0, 98765.0, 98765.0, 98765.0, 47.49, 18.85, 1.32, 6930.1, 274.5, 6918.6, 2.3, 0, 0, , 
Wave,20250117_144238, SI_2025.01.17_14.42.38_132, 51.48, 15.72, 4.53, 4227.5, 641.2, 4275.9, 8.6, 153.8, 166.6, 38.5, -2.1, 2.4, 49.7, -0.4, 52.10, 17.21, 0.36, 5434.9, 644.0, 5462.3, 6.3, 0, 0, , GCQ,20250117_144226, Iron,  Standard,  52.0,  14.4,  4.1,  5314,  1315,  13.9,  5474,  149.2,  158.9,  30.3,  40.6,  21.8,  42.6,  1.22,  0.4,  4.2,  --,  --,  --,  --,  --,  --, , TM4,20250117_144226, 2025-01-17 PM 2:42:26, , , Unknown Player, 7 Iron, Premium, 40.682, 0.2, 0.4, -0.6, 52.653, 0.46800000000000014, 18.327, 2.651, 2.251, 52.5109, 1.2908, 13.701, 2.0640000000000005, 5432.43, Measured, 17.228000000000005, 95.10391998291016, 22.914761601810607, 13.559095724445859, 145.22708349893875, 29.465452680401967, 1.1629590879678646, 5.48025, 146.55050145187502, 29.897852852133845, 41.38634509786622, 24.169584274291992, 5.553794, 158.32835176017966, 33.72126572466191, 58.647217043580355, -9.933292042414024, -10.43031933362601, 24.711, , , , , , , , TRUE, , , , , Max,20250117_144226, 1802,  52.2,  15.2,  3.0,  5362.6,  1118.2,  5478.0,  11.8,  37.0,  -2.4,  14.1,  -5.2,  28.5,  8.7,  2.8,  129.6,  59.1,  -8.8,  9.6,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:42:26, , GRadar,20250117_144223, SD_2025.01.17_14.42.23_076, 51.77, 14.77, 3.66, 5259.5, 1763.0, 5547.1, 18.5, 144.2, 153.8, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 51.89, 17.43, -1.37, 5170.4, -556.6, 5256.0, -6.5, 0, 0, , 
Wave,20250117_144308, SI_2025.01.17_14.43.08_133, 53.70, 14.14, -2.88, 3820.5, -479.5, 3850.5, -7.2, 163.0, 177.9, 39.4, -1.0, -1.3, 56.3, -1.7, 53.99, 15.86, -3.70, 5212.6, 273.0, 5221.4, 3.2, 0, 0, , GCQ,20250117_144256, Iron,  Standard,  54.1,  13.8,  -2.0,  3920,  -684,  -9.9,  3979,  164.5,  176.2,  -20.4,  38.7,  22.3,  43.3,  1.25,  -0.4,  1.1,  --,  --,  --,  --,  --,  --, , TM4,20250117_144256, 2025-01-17 PM 2:42:56, , , Unknown Player, 7 Iron, Premium, 41.734, 1, 0, -2.5, 57.224999999999994, 0.35599999999999987, 16.556, -3.9590000000000005, -3.9590000000000005, 54.5217, 1.3064, 13.365, -3.1539999999999995, 3977.0400000000004, Measured, -6.004, 104.1937026977539, 20.205516372128532, -7.764345271198175, 163.3459317949838, -14.817360377778286, -3.397983112059469, 5.670146, 159.22079080721866, -14.278353565532704, 38.262574160604935, 23.66843032836914, 5.445981, 174.5889663508318, -16.264908082057893, 62.51628115938873, -19.367236815688106, -8.478652654602008, -5.531, , , , , , , , TRUE, , , , , Max,20250117_144255, 1803,  54.4,  14.6,  -2.5,  3474.4,  -564.7,  3520.0,  -9.2,  37.6,  1.0,  -2.3,  -2.2,  17.8,  3.9,  0.4,  55.1,  56.8,  -1.1,  7.5,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 14:42:55, , GRadar,20250117_144253, SD_2025.01.17_14.42.53_077, 52.78, 13.61, -2.59, 2557.3, -222.6, 2566.9, -5.0, 157.3, 170.2, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 54.32, 17.22, -2.70, 4865.3, -746.7, 4901.8, -8.2, 0, 1, , 
