SensorName,Date-Time(Wave),Name(Wave),Speed(Wave),Launch(Wave),Dir(Wave),BS(Wave),SS(Wave),TS(Wave),SA(Wave),Carry(Wave),Total(Wave),HeadSpeed(Wave),AA(Wave),CP(Wave),SP(Wave),SD(Wave),ML1_SP(Wave),ML1_LA(Wave),ML1_DA(Wave),ML1_BS(Wave),ML1_SS(Wave),ML1_SR(Wave),ML1_SA(Wave),RCT_MEA(Wave),RCT_MEA_AI(Wave),,SensorName,Date-Time(GCQ),ForesightSports:PLAYER1-2025-01-17¿ÀÈÄ4:5Club(GCQ),Ball(GCQ),BallSpeed(GCQ),LaunchAngle(GCQ),SideAngle(GCQ),Backspin(GCQ),Sidespin(GCQ),TiltAngle(GCQ),TotalSpin(GCQ),Carry(GCQ),Total(GCQ),Offline(GCQ),DescentAngle(GCQ),PeakHeight(GCQ),ClubSpeed(GCQ),Efficiency(GCQ),AngleofAttack(GCQ),ClubPath(GCQ),FacetoPath(GCQ),Lie(GCQ),Loft(GCQ),ClosureRate(GCQ),FaceImpactLateral(GCQ),FaceImpactVertical(GCQ),,SensorName,Date-Time(TM4),Date(TM4),TMDNo(TM4),TMDFilename(TM4),Player(TM4),Club(TM4),Ball(TM4),ClubSpeed(TM4),AttackAngle(TM4),ClubPath(TM4),LowPoint(TM4),SwingPlane(TM4),SwingDirection(TM4),Dyn.Loft(TM4),FaceAngle(TM4),FaceToPath(TM4),BallSpeed(TM4),SmashFactor(TM4),LaunchAngle(TM4),LaunchDirection(TM4),SpinRate(TM4),SpinRateType(TM4),SpinAxis(TM4),MaxHeight-Dist.(TM4),MaxHeight-Height(TM4),MaxHeight-Side(TM4),LastdataPoint-Length(TM4),LastdataPoint-Side(TM4),LastdataPoint-Height(TM4),LastdataPoint-Time(TM4),CarryFlat-Length(TM4),CarryFlat-Side(TM4),CarryFlat-Land.Angle(TM4),CarryFlat-BallSpeed(TM4),CarryFlat-Time(TM4),Est.TotalFlat-Length(TM4),Est.TotalFlat-Side(TM4),DynamicLie(TM4),ImpactOffset(TM4),ImpactHeight(TM4),Curve(TM4),SpinAxis(Sim)(TM4),Curve(Sim)(TM4),Carry(Sim)(TM4),Total(Sim)(TM4),CarrySide(Sim)(TM4),Totalside(Sim)(TM4),LandingAngle(Sim)(TM4),UseInStat(TM4),Tags(TM4),Condition(TM4),Email(TM4),,SensorName,Date-Time(Max),ShotID(Max),BallSpd.(Max),LaunchAngle(Max),LaunchDirection(Max),BackSpin(Max),SideSpin(Max),Totalspin(Max),SpinAxis(Max),HeadSpd.(Max),ClubPath(Max),FaceAngle(Max),AttackAngle(Max),DynamicLoft(Max),ImpactPoint(H)(Max),ImpactPoint(V)(Max),LowPoint(Max),SwingPlane(Max),SwingDirection(Max),ClubLie(Max),ClosureRate(Max),Faxis(Max),T/Hdiff.(Max),E(Max),Tag(Max),Time(Max),,SensorName,Date-Time(GRadar),Name(GRadar),Speed(GRadar),Launch(GRadar),Dir(GRadar),BS(GRadar),SS(GRadar),TS(GRadar),SA(GRadar),Carry(GRadar),Total(GRadar),HeadSpeed(GRadar),AA(GRadar),CP(GRadar),SP(GRadar),SD(GRadar),ML1_SP(GRadar),ML1_LA(GRadar),ML1_DA(GRadar),ML1_BS(GRadar),ML1_SS(GRadar),ML1_SR(GRadar),ML1_SA(GRadar),RCT_MEA(GRadar),RCT_MEA_AI(GRadar),,
Wave,20250117_161811, SI_2025.01.17_16.18.11_348, 82.20, 12.85, -7.21, 4125.2, -1426.3, 4364.8, -19.1, 260.5, 266.8, 59.2, -0.2, -3.6, 44.8, -2.9, 81.00, 12.69, -5.43, 2489.0, -457.7, 2550.6, -12.9, 0, 0, , GCQ,20250117_161759, Iron,  Standard,  81.6,  12.5,  -5.5,  1581,  -826,  -27.6,  1784,  292.2,  314.9,  -85.8,  31.9,  28.4,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_161759, 2025-01-17 PM 4:17:59, , , Unknown Player, 7 Iron, Premium, 56.372, 4, -5.6, -12.5, 42.54099999999999, -1.4569999999999999, 13.577, -6.021, -0.42100000000000004, 81.9926, 1.4545, 12.485, -5.980999999999999, 1990.04, Measured, -13.587, 174.4156036376953, 33.23426170900292, -30.464495114817588, 163.4675316916244, -28.841772624027602, 33.10301624734167, 3.130171, 271.414603153328, -46.3135874620934, 37.797883617060336, 29.18999671936035, 7.062748, 294.7256492215306, -48.85912533731069, 51.20673439721313, 6.670474244470418, 0.5043371582706794, -18.196, , , , , , , , TRUE, , , , , Max,20250117_161759, 1967,  82.6,  13.4,  -6.2,  1646.9,  -668.2,  1777.3,  -22.1,  55.1,  1.9,  -0.1,  0.8,  13.1,  1.2,  8.3,  -19.5,  53.8,  2.3,  9.3,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:17:59, , GRadar,20250117_161756, SD_2025.01.17_16.17.56_045, 81.38, 12.53, -5.94, 1378.0, -396.8, 1434.0, -16.1, 289.6, 299.0, 58.1, 98765.0, 98765.0, 98765.0, 98765.0, 81.31, 14.50, -5.59, 2960.8, -808.3, 3055.0, -14.9, 0, 1, , 
Wave,20250117_161845, SI_2025.01.17_16.18.45_349, 79.86, 13.01, -2.47, 3736.1, -199.3, 3741.4, -3.1, 265.2, 272.2, 58.4, 1.8, -2.5, 42.3, 0.0, 79.59, 14.21, -4.59, 2113.8, -367.3, 2188.8, -12.1, 0, 0, , GCQ,20250117_161833, Iron,  Standard,  79.9,  14.0,  -2.5,  1762,  -472,  -15.0,  1824,  300.9,  321.1,  -49.5,  37.5,  36.3,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_161833, 2025-01-17 PM 4:18:33, , , Unknown Player, 7 Iron, Premium, 55.401, 4, -3.3999999999999995, -12.6, 41.147, 0.998, 14.820000000000002, -3.203, 0.197, 80.2909, 1.4493, 13.82, -3.2229999999999994, 1784.58, Measured, -10.437000000000001, 172.51437377929688, 35.405117221064664, -19.642226812961546, 208.52857505630382, -26.9914683484578, 30.360472590327525, 4.638319, 266.1201126600795, -37.83568930835907, 38.779345014124, 31.941307067871094, 6.801888, 290.1314249481865, -42.18758798640514, 45.69907100211108, 4.970731887441002, 0.1513331103449862, -22.966, , , , , , , , TRUE, , , , , Max,20250117_161833, 1968,  80.4,  14.9,  -3.4,  1479.9,  -368.2,  1525.0,  -14.0,  53.6,  0.8,  5.4,  6.3,  22.4,  6.0,  11.4,  -155.7,  49.4,  4.4,  8.0,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:18:33, , GRadar,20250117_161830, SD_2025.01.17_16.18.30_046, 79.37, 13.15, -3.15, 819.0, -215.4, 846.8, -14.7, 274.6, 289.5, 55.0, 98765.0, 98765.0, 98765.0, 98765.0, 78.14, 15.54, -5.91, 2529.8, -903.2, 2722.8, -18.8, 0, 1, , 
Wave,20250117_161902, SI_2025.01.17_16.19.02_350, 80.15, 12.91, -0.73, 4398.4, -211.5, 4403.5, -2.8, 257.1, 263.8, 57.9, -2.1, -0.0, 42.4, -2.7, 79.34, 14.21, -1.81, 2648.3, -558.1, 2772.8, -12.7, 0, 0, , GCQ,20250117_161850, Iron,  Standard,  79.4,  13.4,  0.6,  1643,  -434,  -14.8,  1699,  297.6,  320.8,  -29.7,  34.2,  31.9,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_161850, 2025-01-17 PM 4:18:50, , , Unknown Player, 7 Iron, Premium, 55.141, 2.6, -3.3999999999999995, -8.799999999999999, 40.178000000000004, -0.45500000000000007, 14.982, 0.6440000000000001, 4.044, 79.9268, 1.4495, 13.036999999999999, -0.022999999999999996, 3639.04, Measured, -5.295, 169.41317749023438, 32.72699654599725, -6.869536212563179, 176.90681647642356, -7.634589106094209, 32.44526130401216, 3.549745, 266.82621542090016, -15.05671971201806, 36.24872205901054, 31.95945930480957, 6.62759, 290.86393455190324, -17.139638331101814, 48.35790820336118, 15.239559333906794, 0.1774857482344811, -14.95, , , , , , , , TRUE, , , , , Max,20250117_161850, 1969,  79.9,  14.3,  -0.3,  1962.6,  -496.0,  2024.3,  -14.2,  53.3,  3.1,  9.4,  0.4,  8.9,  -1.6,  6.3,  -9.8,  0.0,  3.4,  7.2,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:18:50, , GRadar,20250117_161847, SD_2025.01.17_16.18.47_047, 78.99, 12.79, -0.08, 807.0, -42.2, 808.1, -3.0, 279.1, 298.6, 56.5, 98765.0, 98765.0, 98765.0, 98765.0, 77.61, 16.70, -2.81, 3489.8, -589.3, 3586.3, -9.6, 0, 1, , 
Wave,20250117_161920, SI_2025.01.17_16.19.20_351, 81.41, 13.04, -2.63, 4140.9, 129.2, 4142.9, 1.8, 264.1, 270.9, 58.0, -0.3, -3.0, 43.7, -3.5, 81.00, 14.78, -2.82, 2576.7, -259.8, 2639.4, -8.1, 0, 0, , GCQ,20250117_161909, Iron,  Standard,  81.0,  13.6,  -2.5,  2195,  -138,  -3.6,  2199,  301.3,  318.3,  -23.8,  42.0,  41.9,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_161908, 2025-01-17 PM 4:19:08, , , Unknown Player, 7 Iron, Premium, 55.929, 3, -4.199999999999999, -9.7, 40.535, -1.01, 14.366, -3.2, 1, 81.6335, 1.4596, 13.213000000000001, -3.3190000000000004, 2101.91, Measured, -3.541, 188.74940490722656, 41.08995108722193, -15.115954742847453, 255.88326078209312, -22.130290895089047, 17.5788390847328, 6.651479, 276.8056042267273, -24.037153580824427, 43.72585340193777, 30.114276885986328, 7.597997, 294.94919121928933, -25.632124094311315, 52.608429608278925, 4.429461488368434, 3.6808185331042664, -8.032, , , , , , , , TRUE, , , , , Max,20250117_161909, 1970,  81.8,  14.5,  -3.5,  2040.8,  -240.4,  2054.9,  -6.7,  54.6,  1.3,  10.6,  4.0,  15.7,  9.5,  9.2,  -99.3,  0.0,  3.6,  8.9,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:19:09, , GRadar,20250117_161906, SD_2025.01.17_16.19.06_048, 80.68, 13.33, -3.24, 1028.0, 26.5, 1028.3, 1.5, 289.0, 306.4, 55.0, 98765.0, 98765.0, 98765.0, 98765.0, 78.13, 17.38, -5.18, 3443.5, -332.4, 3511.3, -6.1, 0, 1, , 
Wave,20250117_161947, SI_2025.01.17_16.19.47_352, 80.08, 15.98, -1.44, 5286.8, -139.4, 5288.6, -1.5, 243.7, 248.9, 57.7, -2.1, -1.3, 43.7, -4.0, 79.84, 15.77, -2.95, 2942.1, -129.4, 2956.8, -3.9, 0, 0, , GCQ,20250117_161935, Iron,  Standard,  80.3,  16.2,  -1.4,  2319,  36,  0.9,  2319,  297.6,  313.2,  -5.1,  46.7,  51.6,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_161935, 2025-01-17 PM 4:19:35, , , Unknown Player, 7 Iron, Premium, 56.483, 3.6, -5.8, -12.1, 39.745, -1.5260000000000002, 16.967, -2.401, 3.3990000000000005, 80.6134, 1.4272, 15.727, -2.7360000000000007, 2293.39, Measured, 9.627, 198.1749725341797, 49.576188758811256, -1.6276845731037672, 268.07289425208614, 4.937424346884124, 22.967993216099885, 7.177364, 293.5609713557629, 7.764099808756223, 45.84526620521731, 31.009380340576172, 8.344948, 309.6998353439957, 9.449810843612081, 51.162962000036664, 11.431307021384653, 4.005644862168459, 21.763, , , , , , , , TRUE, , , , , Max,20250117_161935, 1971,  80.7,  17.1,  -2.0,  2052.3,  4.4,  2052.3,  0.1,  53.9,  1.2,  6.9,  5.3,  13.9,  -6.6,  10.1,  -131.8,  0.0,  6.3,  9.8,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:19:35, , GRadar,20250117_161932, SD_2025.01.17_16.19.32_049, 79.58, 16.11, -2.16, 1356.0, 373.0, 1406.4, 15.4, 296.7, 309.5, 59.7, 98765.0, 98765.0, 98765.0, 98765.0, 80.05, 16.98, -5.38, 3488.7, -345.4, 3544.7, -6.2, 0, 1, , 
Wave,20250117_162020, SI_2025.01.17_16.20.20_353, 82.92, 14.10, -3.96, 2712.5, 691.1, 2799.2, 14.3, 287.8, 295.7, 59.3, 6.7, -8.7, 44.0, -1.2, 82.27, 13.42, -5.17, 2351.7, -707.3, 2456.7, -17.7, 0, 1, , GCQ,20250117_162008, Iron,  Standard,  82.7,  13.5,  -3.3,  2436,  -342,  -8.0,  2460,  301.1,  316.6,  -41.4,  44.4,  45.2,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_162008, 2025-01-17 PM 4:20:08, , , Unknown Player, 7 Iron, Premium, 56.999, 2.5, -2.8999999999999995, -8.5, 44.069, -0.349, 14.462, -4.422, -1.5220000000000002, 83.2492, 1.4605, 13.132000000000001, -4.258000000000001, 2477.06, Measured, 2.529, 196.8459014892578, 45.688368759426375, -15.871682515023448, 274.63835124005783, -20.861706735898196, 11.207761259253408, 7.554243, 286.6826411685011, -21.41114213646284, 44.69562428057727, 29.55056381225586, 8.121411, 303.37157500416527, -22.194083874576066, , , , -0.126, , , , , , , , TRUE, , , , , Max,20250117_162008, 1972,  83.3,  14.2,  -4.1,  2289.4,  -275.1,  2305.9,  -6.9,  55.6,  1.3,  10.6,  4.0,  15.7,  9.5,  9.2,  -99.3,  0.0,  3.6,  8.9,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:20:08, , GRadar,20250117_162006, SD_2025.01.17_16.20.06_050, 82.25, 13.44, -3.87, 1318.0, 178.7, 1330.1, 7.7, 291.8, 300.9, 56.5, 98765.0, 98765.0, 98765.0, 98765.0, 80.12, 14.53, -6.02, 2483.1, -981.4, 2711.2, -21.8, 0, 1, , 
Wave,20250117_162050, SI_2025.01.17_16.20.50_354, 81.95, 16.35, -1.44, 4867.1, 509.4, 4893.7, 6.0, 252.1, 257.6, 57.6, 1.0, -4.3, 42.5, -3.7, 80.99, 14.18, -3.31, 3068.1, -31.5, 3083.9, -2.7, 0, 0, , GCQ,20250117_162038, Iron,  Standard,  81.8,  15.0,  -1.2,  2784,  58,  1.2,  2785,  290.7,  304.1,  -2.8,  48.3,  52.8,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_162038, 2025-01-17 PM 4:20:38, , , Unknown Player, 7 Iron, Premium, 56.274, 3.8000000000000003, -5.8, -12.6, 40.841, -1.554, 16.043, -1.279, 4.521000000000001, 82.2315, 1.4613, 14.622000000000002, -1.8429999999999997, 2779.58, Measured, 4.957, 198.51663208007812, 51.245397267397, -3.4100853332012817, 273.70632127030575, 1.8795865554871343, 16.73944987942077, 7.679657, 290.8698475148498, 3.6290939922302403, 46.54277982272984, 30.470104217529297, 8.495355, 305.7010525417089, 5.075266710217248, 46.532492221361935, 10.76810279430212, -5.3369967558226685, 12.981, , , , , , , , TRUE, , , , , Max,20250117_162038, 1973,  82.5,  15.8,  -1.9,  2753.4,  608.7,  2819.9,  12.5,  55.0,  -3.5,  11.3,  2.3,  19.6,  -2.4,  10.1,  -56.5,  52.8,  -1.5,  9.1,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:20:38, , GRadar,20250117_162035, SD_2025.01.17_16.20.35_051, 81.07, 13.84, -1.76, 1752.4, 63.3, 1753.6, 2.1, 284.9, 293.4, 58.1, 98765.0, 98765.0, 98765.0, 98765.0, 79.31, 16.90, -5.14, 3233.6, -732.2, 3374.7, -13.6, 0, 1, , 
Wave,20250117_162127, SI_2025.01.17_16.21.27_355, 83.93, 14.15, -4.50, 3940.9, 174.3, 3944.7, 2.5, 273.3, 279.6, 59.2, 2.8, -5.4, 43.6, -2.0, 83.31, 12.42, -3.69, 2238.8, -586.4, 2367.7, -16.2, 0, 0, , GCQ,20250117_162115, Iron,  Standard,  83.4,  12.8,  -3.3,  2596,  -131,  -2.9,  2599,  300.7,  315.1,  -26.8,  44.8,  45.4,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_162115, 2025-01-17 PM 4:21:15, , , Unknown Player, 7 Iron, Premium, 56.85, 3.8000000000000003, -5, -12.6, 41.404, -0.8210000000000001, 13.762, -4.315, 0.685, 84.0054, 1.4777, 12.341000000000001, -4.438, 2661.66, Measured, 5.5680000000000005, 197.13829040527344, 45.778068940885916, -13.034286717985959, 257.4075560935729, -13.959010143461255, 25.57350681171933, 6.757427, 287.56098572610523, -13.848543377257458, 45.480164778707234, 30.093950271606445, 8.164181, 303.4152399667019, -13.855431511842012, 48.317248936017926, 5.65044020739838, -7.236911095904281, 8.418, , , , , , , , TRUE, , , , , Max,20250117_162115, 1974,  84.2,  13.5,  -4.1,  2718.3,  -430.8,  2752.2,  -9.0,  56.2,  1.3,  10.6,  4.0,  15.7,  9.5,  9.2,  -99.3,  0.0,  3.6,  8.9,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:21:15, , GRadar,20250117_162112, SD_2025.01.17_16.21.12_052, 83.10, 12.83, -3.88, 1388.0, 64.2, 1389.5, 2.6, 286.3, 294.4, 58.1, 98765.0, 98765.0, 98765.0, 98765.0, 81.68, 12.98, -5.14, 2630.3, -861.4, 2834.2, -20.8, 0, 1, , 
Wave,20250117_162150, SI_2025.01.17_16.21.50_357, 77.08, 14.31, 4.06, 4032.4, -583.7, 4074.4, -8.2, 250.8, 257.8, 53.4, 1.2, 8.5, 47.0, 11.0, 77.35, 15.15, 1.98, 2092.3, -556.7, 2265.8, -16.3, 0, 0, , GCQ,20250117_162138, Iron,  Standard,  77.2,  14.3,  6.4,  803,  -944,  -49.6,  1239,  246.8,  275.5,  -17.8,  23.8,  20.4,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_162138, 2025-01-17 PM 4:21:38, , , Unknown Player, 7 Iron, Premium, 52.269, 6, 4.2, -18.2, 44.128, 10.227999999999998, , , , 77.8038, 1.4885, 14.184, 5.147999999999999, , Undefined, -44.264, 136.34437561035156, 22.673314461595798, 0.5003283523042555, 185.10045079749682, -4.887645907247287, 15.961887675460211, 3.822151, 224.34824766024371, -12.285160355070897, 28.442327488856737, 33.71078872680664, 5.078142, 258.73206082408643, -20.245618914427336, 49.07292006260197, 10.797335284206813, 3.1412524468602934, -32.336, , , , , , , , TRUE, , , , , Max,20250117_162139, 1976,  77.6,  15.4,  5.8,  807.3,  -696.2,  1066.0,  -40.8,  51.8,  5.4,  6.3,  2.3,  14.7,  -8.4,  17.6,  -58.4,  52.0,  6.4,  5.0,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:21:39, , GRadar,20250117_162136, SD_2025.01.17_16.21.36_053, 76.29, 12.64, 5.33, 600.0, -471.3, 763.0, -38.1, 247.3, 281.2, 55.0, 98765.0, 98765.0, 98765.0, 98765.0, 75.33, 15.00, 3.87, 3155.3, 112.2, 3197.2, 0.7, 0, 0, , 
Wave,20250117_162203, SI_2025.01.17_16.22.03_358, 76.15, 13.43, 2.06, 3822.3, -313.9, 3835.2, -4.7, 251.6, 259.2, 54.7, 1.4, 4.2, 47.1, 6.3, 75.81, 15.69, 0.78, 3046.3, -210.4, 3157.5, -6.7, 0, 1, , GCQ,20250117_162151, Iron,  Standard,  76.1,  14.9,  4.4,  1349,  -47,  -2.0,  1350,  290.6,  313.8,  20.7,  31.7,  30.3,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_162151, 2025-01-17 PM 4:21:51, , , Unknown Player, 7 Iron, Premium, 51.995, 4.999999999999999, 1.4, -15.1, 44.214, 6.372, 15.620999999999999, 3.253, 1.853, 76.4394, 1.4701, 14.842, 3.112, 1343.28, Measured, 13.557, 165.76409912109375, 33.20518101467584, 12.712851769293085, 244.04958273522834, 24.01749258930284, 13.588609539083528, 5.85689, 266.1758408436156, 27.50963189506558, 35.0236247278026, 32.080039978027344, 6.678076, 295.04697999893557, 31.971499527757047, 51.17182176487503, 7.866650565953656, 5.695590663762436, 13.097, , , , , , , , TRUE, , , , , Max,20250117_162151, 1977,  76.4,  15.9,  3.5,  1569.4,  94.2,  1572.2,  3.4,  51.0,  -2.0,  8.2,  2.5,  20.3,  10.3,  9.3,  -61.9,  55.9,  -0.1,  8.4,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:21:51, , GRadar,20250117_162149, SD_2025.01.17_16.21.49_054, 74.54, 14.37, 3.69, 1002.0, 303.7, 1047.0, 16.9, 268.9, 289.4, 55.0, 98765.0, 98765.0, 98765.0, 98765.0, 74.04, 16.77, 3.37, 4231.6, 301.6, 4253.8, 2.8, 0, 0, , 
Wave,20250117_162219, SI_2025.01.17_16.22.19_359, 78.69, 11.57, -0.35, 1861.8, -347.5, 1894.0, -10.6, 285.3, 302.2, 53.5, 6.3, 1.5, 47.9, 9.1, 78.54, 13.20, -1.96, 2079.5, -625.0, 2286.4, -17.8, 0, 1, , GCQ,20250117_162207, Iron,  Standard,  78.7,  12.7,  1.1,  1662,  -592,  -19.6,  1764,  288.3,  307.8,  -35.4,  33.1,  29.5,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_162207, 2025-01-17 PM 4:22:07, , , Unknown Player, 7 Iron, Premium, 52.908, 6.599999999999999, 1.7999999999999998, -19.7, 46.43599999999999, 8.147000000000002, 13.085, -0.302, -2.102, 79.0537, 1.4942, 12.209, -0, 1623.13, Measured, -20.328000000000003, 162.30157470703125, 28.19146175791767, -10.853800523539542, 208.1457821273143, -18.363969872385546, 21.521521777849365, 4.557996, 253.16946359794173, -25.953059674759206, 33.83588060306295, 31.981489181518555, 6.158506, 282.8182814862884, -30.924642043149774, 48.91947392807219, 1.332713964060882, -3.536380152435944, -25.953, , , , , , , , TRUE, , , , , Max,20250117_162207, 1978,  79.1,  13.6,  0.4,  1674.0,  -435.9,  1729.8,  -14.6,  52.8,  3.1,  9.4,  0.4,  8.9,  -1.6,  6.3,  -9.8,  0.0,  3.4,  7.2,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:22:07, , GRadar,20250117_162204, SD_2025.01.17_16.22.04_055, 75.65, 12.40, 0.90, 890.0, -302.3, 939.9, -18.8, 260.8, 277.7, 55.0, 98765.0, 98765.0, 98765.0, 98765.0, 74.88, 14.77, -2.01, 3148.7, -402.3, 3236.3, -8.2, 0, 0, , 
Wave,20250117_162235, SI_2025.01.17_16.22.35_360, 78.26, 14.01, 0.69, 3374.4, -43.9, 3374.7, -0.7, 265.1, 272.7, 54.8, 3.6, 1.2, 47.8, 5.4, 77.79, 14.96, -2.41, 2105.3, -550.4, 2321.4, -18.8, 0, 1, , GCQ,20250117_162223, Iron,  Standard,  78.2,  14.0,  1.3,  2024,  205,  5.8,  2034,  293.4,  310.8,  21.4,  40.5,  39.4,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_162223, 2025-01-17 PM 4:22:23, , , Unknown Player, 7 Iron, Premium, 52.941, 5.199999999999999, 0.2, -15.7, 45.256, 5.282000000000001, 14.871999999999998, 0.106, -0.094, 78.4782, 1.4824, 13.742, 0.126, 1971.4699999999998, Measured, 9.248, 182.27528381347656, 37.72798282210249, 6.542329352157734, 234.11099240476184, 11.989699751727855, 27.47829479699586, 5.478855, 279.6437149003978, 17.06295181094204, 39.32962218916179, 31.904714584350586, 7.234901, 302.80955074259697, 19.64402849598601, 54.14542432415738, -1.2672203671047912, 4.592042913357941, 16.449, , , , , , , , TRUE, , , , , Max,20250117_162223, 1979,  78.8,  15.1,  0.4,  2367.6,  84.2,  2369.1,  2.0,  52.6,  1.2,  6.9,  5.3,  13.9,  -6.6,  10.1,  -131.8,  0.0,  6.3,  9.8,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:22:23, , GRadar,20250117_162220, SD_2025.01.17_16.22.20_056, 76.59, 14.10, 1.01, 1578.2, -451.1, 1641.4, -16.0, 270.1, 280.0, 53.4, 98765.0, 98765.0, 98765.0, 98765.0, 73.90, 15.97, -2.65, 3377.3, -293.3, 3433.3, -6.2, 0, 1, , 
Wave,20250117_162257, SI_2025.01.17_16.22.57_361, 78.56, 13.46, -0.27, 2648.7, -340.3, 2670.4, -7.3, 276.5, 285.5, 56.1, 5.8, 1.3, 45.8, 8.8, 78.14, 14.33, -3.32, 2181.4, -641.2, 2393.4, -19.2, 0, 1, , GCQ,20250117_162245, Iron,  Standard,  78.5,  12.8,  -0.2,  2119,  -297,  -8.0,  2140,  289.8,  306.4,  -21.1,  39.5,  36.7,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_162245, 2025-01-17 PM 4:22:45, , , Unknown Player, 7 Iron, Premium, 53.187, 5.6, 1.8, -17, 46.19500000000001, 7.205, 13.502, -2.29, -4.09, 78.9155, 1.4837, 12.485999999999999, -1.744, 2010.6099999999997, Measured, 5.87, 176.32968139648438, 34.53857927560576, -4.119514392764914, 220.7117495099832, -4.525851601263477, 27.13262145901161, 5.099054, 269.14535150203113, -4.507952999778081, 38.56772924953801, 30.85222053527832, 6.996619, 292.6142798083972, -4.417806453312952, 50.008734602224436, -4.444179696752196, -2.8341725650799052, 3.684, , , , , , , , TRUE, , , , , Max,20250117_162245, 1980,  78.8,  13.8,  -0.9,  1887.6,  -748.7,  2030.7,  -21.6,  52.6,  1.9,  -0.1,  0.8,  13.1,  1.2,  8.3,  -19.5,  53.8,  2.3,  9.3,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:22:45, , GRadar,20250117_162242, SD_2025.01.17_16.22.42_057, 76.57, 13.03, -0.71, 918.0, -43.2, 919.0, -2.7, 269.6, 285.5, 55.0, 98765.0, 98765.0, 98765.0, 98765.0, 76.37, 14.74, -4.60, 3036.7, -159.2, 3138.1, -5.0, 0, 1, , 
Wave,20250117_162325, SI_2025.01.17_16.23.25_362, 79.17, 14.02, 0.20, 3258.1, -561.7, 3306.1, -9.8, 268.1, 275.8, 54.8, 4.0, 3.1, 47.5, 8.4, 78.90, 14.36, -1.82, 2262.6, -508.0, 2421.9, -15.5, 0, 1, , GCQ,20250117_162313, Iron,  Standard,  79.1,  14.1,  1.2,  1941,  -412,  -12.0,  1984,  296.5,  314.3,  -23.5,  39.8,  38.7,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_162313, 2025-01-17 PM 4:23:13, , , Unknown Player, 7 Iron, Premium, 53.422, 6.199999999999998, 1.7999999999999998, -19.1, 45.059000000000005, 8.07, 14.776, -0.418, -2.218, 79.2211, 1.4829, 13.744000000000002, -0.13100000000000003, 1880.34, Measured, 1.8720000000000003, 174.86195373535156, 35.56273576252275, -3.0888293510122, 167.22453076078423, -2.972294628978479, 35.521724165775915, 3.318804, 270.8944032227859, -6.230607660071886, 38.57394964162013, 31.80219841003418, 6.932874, 294.9628719619288, -6.996011614492064, 49.71384021494611, -0.6851831096226139, -2.17903736973007, -5.612, , , , , , , , TRUE, , , , , Max,20250117_162313, 1981,  79.5,  15.1,  0.4,  1958.1,  -511.5,  2023.9,  -14.6,  53.0,  0.8,  5.4,  6.3,  22.4,  6.0,  11.4,  -155.7,  49.4,  4.4,  8.0,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 16:23:13, , GRadar,20250117_162310, SD_2025.01.17_16.23.10_058, 78.46, 14.02, 0.29, 1146.0, -130.5, 1153.4, -6.5, 294.0, 318.2, 56.5, 98765.0, 98765.0, 98765.0, 98765.0, 77.83, 15.50, -2.74, 3340.5, -178.3, 3354.5, -4.7, 0, 0, , 
