SensorName,Date-Time(Wave),Name(Wave),Speed(Wave),Launch(Wave),Dir(Wave),BS(Wave),SS(Wave),TS(Wave),SA(Wave),Carry(Wave),Total(Wave),HeadSpeed(Wave),AA(Wave),CP(Wave),SP(Wave),SD(Wave),ML1_SP(Wave),ML1_LA(Wave),ML1_DA(Wave),ML1_BS(Wave),ML1_SS(Wave),ML1_SR(Wave),ML1_SA(Wave),RCT_MEA(Wave),RCT_MEA_AI(Wave),,SensorName,Date-Time(GCQ),ForesightSports:PLAYER1-2025-01-14¿ÀÀü10:4Club(GCQ),Ball(GCQ),BallSpeed(GCQ),LaunchAngle(GCQ),SideAngle(GCQ),Backspin(GCQ),Sidespin(GCQ),TiltAngle(GCQ),TotalSpin(GCQ),Carry(GCQ),Total(GCQ),Offline(GCQ),DescentAngle(GCQ),PeakHeight(GCQ),ClubSpeed(GCQ),Efficiency(GCQ),AngleofAttack(GCQ),ClubPath(GCQ),FacetoPath(GCQ),Lie(GCQ),Loft(GCQ),ClosureRate(GCQ),FaceImpactLateral(GCQ),FaceImpactVertical(GCQ),,SensorName,Date-Time(TM4),Date(TM4),TMDNo(TM4),TMDFilename(TM4),Player(TM4),Club(TM4),Ball(TM4),ClubSpeed(TM4),AttackAngle(TM4),ClubPath(TM4),LowPoint(TM4),SwingPlane(TM4),SwingDirection(TM4),Dyn.Loft(TM4),FaceAngle(TM4),FaceToPath(TM4),BallSpeed(TM4),SmashFactor(TM4),LaunchAngle(TM4),LaunchDirection(TM4),SpinRate(TM4),SpinRateType(TM4),SpinAxis(TM4),MaxHeight-Dist.(TM4),MaxHeight-Height(TM4),MaxHeight-Side(TM4),LastdataPoint-Length(TM4),LastdataPoint-Side(TM4),LastdataPoint-Height(TM4),LastdataPoint-Time(TM4),CarryFlat-Length(TM4),CarryFlat-Side(TM4),CarryFlat-Land.Angle(TM4),CarryFlat-BallSpeed(TM4),CarryFlat-Time(TM4),Est.TotalFlat-Length(TM4),Est.TotalFlat-Side(TM4),DynamicLie(TM4),ImpactOffset(TM4),ImpactHeight(TM4),Curve(TM4),SpinAxis(Sim)(TM4),Curve(Sim)(TM4),Carry(Sim)(TM4),Total(Sim)(TM4),CarrySide(Sim)(TM4),Totalside(Sim)(TM4),LandingAngle(Sim)(TM4),UseInStat(TM4),Tags(TM4),Condition(TM4),Email(TM4),,SensorName,Date-Time(GRadar),Name(GRadar),Speed(GRadar),Launch(GRadar),Dir(GRadar),BS(GRadar),SS(GRadar),TS(GRadar),SA(GRadar),Carry(GRadar),Total(GRadar),HeadSpeed(GRadar),AA(GRadar),CP(GRadar),SP(GRadar),SD(GRadar),ML1_SP(GRadar),ML1_LA(GRadar),ML1_DA(GRadar),ML1_BS(GRadar),ML1_SS(GRadar),ML1_SR(GRadar),ML1_SA(GRadar),RCT_MEA(GRadar),RCT_MEA_AI(GRadar),,
Wave,20250114_090121, SD_2025.01.14_09.01.21_053, 59.30, 9.78, -3.58, 2279.8, 90.9, 2281.6, 2.3, 184.2, 205.9, 45.6, -0.3, -5.1, 41.2, -5.9, 59.51, 12.12, -2.70, 2683.2, -359.3, 2768.7, -9.7, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090202, SD_2025.01.14_09.02.02_054, 57.89, 12.03, 0.10, 3005.7, 456.0, 3040.1, 8.6, 182.0, 199.3, 44.0, -2.4, -2.6, 41.0, -6.8, 71.54, 17.81, -1.58, 5075.9, 265.7, 5145.3, 4.0, 0, 1, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090246, SD_2025.01.14_09.02.46_055, 57.85, 12.81, -2.16, 3158.6, -140.0, 3161.7, -2.5, 183.8, 199.7, 43.2, -2.5, -2.0, 43.5, -5.2, 58.71, 15.11, -3.07, 2871.4, -403.0, 3015.8, -11.4, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090330, SD_2025.01.14_09.03.30_056, 57.28, 12.73, 2.42, 2980.1, 1002.5, 3144.2, 18.6, 176.6, 194.4, 41.8, -1.9, -3.2, 41.7, -7.4, 57.60, 13.63, 0.37, 3760.3, 458.0, 3781.4, 8.3, 0, 1, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090408, SD_2025.01.14_09.04.08_057, 57.72, 12.71, -0.36, 2825.1, 661.4, 2901.5, 13.2, 182.0, 199.5, 44.0, -0.3, -4.4, 44.2, -5.8, 61.93, 19.81, -0.93, 5486.9, 297.6, 5466.8, 3.5, 0, 1, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090448, SD_2025.01.14_09.04.48_058, 60.68, 5.09, -8.35, 1509.0, -1334.9, 2014.7, -41.5, 124.1, 158.3, 45.9, -6.5, 0.7, 45.7, -5.0, 43.37, 22.78, 3.02, 3239.2, 439.6, 3255.3, 0.7, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090518, SD_2025.01.14_09.05.18_059, 55.92, 13.98, 4.47, 2879.9, 1276.6, 3150.1, 23.9, 170.8, 187.8, 41.1, -0.1, -2.5, 43.3, -4.5, 56.56, 13.27, 2.52, 3640.0, 216.8, 3641.0, 3.2, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090653, SD_2025.01.14_09.06.53_062, 53.39, 12.73, 9.71, 3838.3, 2149.6, 4399.2, 29.2, 149.1, 165.8, 39.4, -3.5, 1.2, 43.9, -5.5, 53.11, 15.00, 4.83, 3536.9, 233.8, 3644.1, 3.6, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090716, SD_2025.01.14_09.07.16_063, 57.65, 13.76, -1.87, 3056.9, 3.1, 3056.9, 0.1, 185.0, 200.8, 42.6, -0.9, -2.5, 42.2, -3.9, 58.01, 15.66, -2.67, 1882.9, -573.2, 2088.5, -21.4, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090758, SD_2025.01.14_09.07.58_064, 55.95, 8.45, -0.21, 1615.2, 1089.3, 1948.2, 34.0, 138.5, 165.2, 42.5, 2.6, -6.0, 40.8, -3.6, 26.98, 25.49, 1.73, 2091.2, -171.7, 2079.5, -4.5, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090849, SD_2025.01.14_09.08.49_065, 60.61, 7.43, -4.46, 1883.1, -430.5, 1931.7, -12.9, 174.1, 204.3, 44.0, 0.7, -3.9, 43.3, -2.9, 76.00, 18.13, -0.90, 7511.3, 484.6, 7556.4, 6.6, 0, 1, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_090928, SD_2025.01.14_09.09.28_066, 58.16, 9.84, -1.65, 1975.3, 710.2, 2099.1, 19.8, 171.4, 195.4, 44.1, 2.7, -5.8, 41.5, -3.1, 70.56, 19.17, -1.49, 4896.8, 20.7, 4881.0, 1.1, 0, 1, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_091016, SD_2025.01.14_09.10.16_067, 54.16, 17.97, 6.15, 4796.3, 2016.2, 5202.8, 22.8, 159.8, 168.3, 39.5, -1.2, -2.7, 41.9, -6.6, 55.10, 18.70, 2.69, 3757.3, -97.7, 3867.8, -4.5, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_091037, SD_2025.01.14_09.10.37_068, 57.07, 12.39, -0.13, 3105.6, 417.1, 3133.4, 7.6, 178.5, 195.7, 42.5, -3.3, -2.8, 40.7, -8.2, 57.80, 14.41, -1.53, 2740.7, -60.1, 2782.9, -3.4, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_091122, SD_2025.01.14_09.11.22_069, 56.20, 14.37, 0.72, 3263.5, 671.3, 3331.8, 11.6, 176.5, 191.5, 41.0, -2.0, -3.5, 42.7, -7.3, 56.83, 14.31, -0.77, 2718.3, 75.2, 2789.2, -1.4, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_091203, SD_2025.01.14_09.12.03_070, 59.34, 12.80, -4.15, 2986.9, 99.8, 2988.5, 1.9, 191.7, 207.8, 44.6, -0.9, -4.8, 42.1, -6.3, 59.83, 13.31, -3.72, 2506.0, -257.1, 2601.4, -8.2, 0, 1, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_091247, SD_2025.01.14_09.12.47_071, 55.81, 9.95, 4.02, 2357.3, 1147.2, 2621.7, 25.9, 156.5, 179.0, 41.0, -2.5, -2.4, 40.6, -7.6, 29.30, 24.12, 1.61, 1760.1, -300.2, 1782.2, -6.7, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_091325, SD_2025.01.14_09.13.25_073, 58.19, 8.61, -0.60, 1777.5, 908.4, 1996.2, 27.1, 158.8, 184.2, 44.0, 2.3, -5.4, 39.8, -3.1, 80.69, 18.11, -0.75, 7438.0, 114.7, 7549.3, 3.6, 0, 1, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_091426, SD_2025.01.14_09.14.26_074, 58.55, 6.94, -3.94, 2120.0, -322.0, 2144.3, -8.6, 162.4, 187.4, 42.6, -1.4, -3.7, 42.1, -5.5, 58.50, 9.07, -3.82, 2199.0, -294.9, 2268.3, -7.4, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250114_095706, SD_2025.01.14_09.57.06_080, 59.05, 12.07, -4.25, 2711.3, 112.2, 2713.7, 2.4, 189.9, 207.8, 44.1, -0.4, -4.9, 41.0, -5.7, 59.35, 14.85, -4.24, 2380.6, -711.5, 2573.1, -18.5, 0, 0, , GCQ,20250114_095706, Driver,  Standard,  59.1,  12.7,  -2.6,  1668,  -774,  -24.9,  1839,  190.8,  212.4,  -42.0,  27.8,  17.7,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_095706, 2025-01-14 AM 9:57:06, , , Unknown Player, Driver, Premium, 41.196, 1.4, -3.3999999999999995, -7.1, 37.506, -2.4410000000000003, 13.431, -2.147, 1.253, 59.3715, 1.4412, 12.130000000000003, -2.2959999999999994, 1726.03, Measured, -13.892, 107.99508666992188, 19.46010451716224, -10.873003292910052, 172.484907377089, -21.038893386637614, -0.15148801695801514, 4.705731, 172.25463699674705, -21.000949092446202, 33.25736939274345, 30.571489334106445, 4.696711, 201.16484623182632, -25.76278072587168, 49.292266882060424, 9.391797630499534, -0.6313954469370104, -14.135, , , , , , , , TRUE, , , , , GRadar,20250114_095703, SD_2025.01.14_09.57.03_004, 59.35, 13.00, -3.73, 2558.8, -786.4, 2676.9, -17.1, 185.7, 207.2, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 60.83, 18.89, -0.82, 3567.4, -67.5, 3637.3, -2.7, 0, 1, , 
Wave,20250114_095825, SD_2025.01.14_09.58.25_081, 60.62, 9.97, -1.81, 2350.4, -169.7, 2356.5, -4.1, 191.8, 216.3, 45.6, -0.5, -1.4, 41.1, -2.0, 51.36, 18.27, -1.20, 2270.8, -190.9, 2411.6, -11.8, 0, 1, , GCQ,20250114_095825, Driver,  Standard,  60.3,  11.1,  0.0,  1513,  -956,  -32.3,  1790,  182.9,  211.0,  -38.6,  23.2,  14.0,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_095825, 2025-01-14 AM 9:58:25, , , Unknown Player, Driver, Premium, 41.808, 1.4, -0.6, -7.3999999999999995, 41.111, 0.479, 12.008999999999999, -0.8020000000000002, -0.202, 60.783, 1.4539, 10.737000000000002, -0.777, 1718.47, Measured, -28.906, 93.11438751220703, 10.802867142552477, -5.456901406806118, 159.29121913857156, -15.32513216840314, -0.8404803145380828, 3.929483, 157.1355369348329, -14.915404699586576, 20.794069309398573, 31.643802642822266, 3.856024, 198.10402708626444, -22.61570971979909, 49.32955554429597, 8.07811700975776, 3.9670205278526254, -12.792, , , , , , , , TRUE, , , , , GRadar,20250114_095822, SD_2025.01.14_09.58.22_005, 60.40, 10.44, -1.16, 774.0, -387.0, 865.4, -26.6, 162.5, 192.0, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 60.88, 17.37, -2.53, 3324.8, 217.0, 3330.6, 3.4, 0, 1, , 
Wave,20250114_095938, SD_2025.01.14_09.59.38_082, 58.66, 14.37, -2.84, 3163.9, -183.6, 3169.2, -3.3, 190.1, 204.1, 44.1, -0.3, -2.5, 41.4, -2.8, 60.07, 17.30, -3.79, 2388.2, -349.7, 2486.0, -11.1, 0, 1, , GCQ,20250114_095938, Driver,  Standard,  59.4,  15.0,  -2.3,  1589,  -443,  -15.6,  1650,  205.7,  225.1,  -31.0,  31.7,  22.7,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_095938, 2025-01-14 AM 9:59:38, , , Unknown Player, Driver, Premium, 42.669, 1.9999999999999998, -1.8, -9.2, 40.662, -0.24, 15.464999999999998, -2.0439999999999996, -0.244, 59.7358, 1.4, 14.309000000000001, -2.0339999999999994, 1534.36, Measured, -4.766, 105.41619873046875, 19.149141481630487, -7.230077875277264, 186.73830560405244, -15.34443169248847, -5.3097812756671345, 5.103204, 177.86423622330878, -14.376911300125377, 29.209472410091863, 31.43305015563965, 4.776315, 212.06778068072364, -18.0081959973138, 49.00325355123807, 7.009512853951293, 6.1160919123587085, -8.076, , , , , , , , TRUE, , , , , GRadar,20250114_095935, SD_2025.01.14_09.59.35_006, 59.70, 14.13, -3.46, 1126.0, -162.7, 1137.7, -8.2, 188.3, 216.3, 45.5, 98765.0, 98765.0, 98765.0, 98765.0, 60.69, 18.87, -3.50, 3900.9, -350.8, 3971.1, -7.3, 0, 1, , 
Wave,20250114_100050, SD_2025.01.14_10.00.50_083, 55.58, 21.65, 9.63, 4616.4, 1504.2, 4855.3, 18.0, 168.6, 175.0, 39.5, -2.4, 2.0, 42.4, -3.2, 55.84, 20.83, 5.15, 3718.3, 521.5, 3745.6, 6.8, 0, 1, , GCQ,20250114_100050, Driver,  Standard,  56.7,  21.0,  8.9,  4566,  1817,  21.7,  4914,  167.6,  175.9,  61.5,  50.2,  36.8,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0100050, 2025-01-14 AM 10:00:50, , , Unknown Player, Driver, Premium, 41.258, 1.7999999999999998, -2.4, -8.5, 40.32600000000001, -1.0080000000000002, 23.843, 10.335, 12.735, 56.3555, 1.3659, 20.504000000000005, 8.19, 4860.52, Measured, 30.479000000000003, 115.8069839477539, 33.812394561326236, 32.09792781544762, 132.010019569735, 41.85074413072711, 30.964708607021567, 4.117777, 179.9174195895578, 63.55365151261787, 45.5983417010585, 27.33816146850586, 6.522328, 191.68905488687528, 68.53721370675699, 51.71223607509541, 17.59061127381044, 9.06121446659897, 38.928, , , , , , , , TRUE, , , , , GRadar,20250114_100047, SD_2025.01.14_10.00.47_007, 55.88, 21.40, 7.80, 2468.9, 1268.1, 2775.5, 27.2, 180.8, 191.0, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 56.61, 21.57, 6.29, 5080.9, 1377.9, 5367.2, 14.6, 0, 1, , 
Wave,20250114_100223, SD_2025.01.14_10.02.23_085, 57.96, 19.02, 0.77, 3733.5, 1162.9, 3910.4, 17.3, 183.2, 191.2, 42.6, 1.4, -6.5, 41.1, -6.4, 57.79, 19.93, -0.72, 3513.4, 150.2, 3549.0, 2.0, 0, 1, , GCQ,20250114_100223, Driver,  Standard,  57.8,  19.3,  0.9,  3011,  667,  12.5,  3084,  189.7,  202.8,  24.9,  45.8,  35.3,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0100223, 2025-01-14 AM 10:02:23, , , Unknown Player, Driver, Premium, 41.467, 2, -4.6, -9.8, 35.43399999999999, -2.6379999999999995, 21.067000000000004, 0.709, 5.309, 58.0677, 1.4003, 18.804, 0.021, 3036.04, Measured, 20.569, 123.46581268310547, 29.932033671106762, 9.987065598706453, 193.29669097820008, 29.754620161495946, 3.721965332858871, 6.089171, 198.1518547212025, 31.33288748695595, 37.95607783304415, 29.046798706054688, 6.302891, 219.38476327233295, 38.14119824598121, 50.57520533398932, 8.60417660430667, 3.2521104753855052, 31.261, , , , , , , , TRUE, , , , , GRadar,20250114_100220, SD_2025.01.14_10.02.20_008, 57.90, 18.86, 0.06, 3491.3, 1375.0, 3752.4, 21.5, 187.3, 203.2, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 58.63, 20.92, -2.02, 3990.4, -550.3, 4202.2, -11.2, 0, 1, , 
Wave,20250114_100448, SD_2025.01.14_10.04.48_087, 58.31, 11.95, -5.57, 2490.8, -358.0, 2516.4, -8.2, 185.6, 204.9, 42.6, 0.2, -5.2, 41.2, -4.7, 22.59, 27.93, 0.24, 1979.9, -87.8, 2006.2, -2.4, 0, 0, , GCQ,20250114_100448, Driver,  Standard,  58.2,  13.7,  -2.8,  1142,  -1099,  -43.9,  1585,  171.8,  200.4,  -52.4,  24.2,  14.7,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0100448, 2025-01-14 AM 10:04:48, , , Unknown Player, Driver, Premium, 41.616, 2.6, -3.6, -11.5, 41.556, -1.198, 14.294, -3.0400000000000005, 0.56, 58.763, 1.412, 13.315, -3.0890000000000004, 1279.7, Measured, -41.84199999999999, 90.77070617675781, 12.621054396851608, -11.763475321496893, 145.33926867350326, -25.241495594000295, 4.6380943777257375, 3.468009, 159.11699454813578, -29.007941147159883, 20.49682074339759, 32.730560302734375, 3.909343, 202.59601534471773, -41.00163901629715, 50.91701408503189, 14.2371976111678, 7.025079981496523, -20.535, , , , , , , , TRUE, , , , , GRadar,20250114_100444, SD_2025.01.14_10.04.44_009, 58.32, 11.73, -4.04, 1261.0, -938.6, 1572.0, -36.7, 160.2, 185.8, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 60.41, 19.79, -3.51, 3722.9, 114.6, 3764.0, -0.1, 0, 1, , 
Wave,20250114_100629, SD_2025.01.14_10.06.29_089, 57.26, 10.40, -8.58, 1784.4, -1650.8, 2430.9, -42.8, 149.8, 174.4, 42.5, 3.8, -2.0, 49.2, 3.8, 48.21, 24.44, 1.85, 4045.0, 262.8, 4039.0, -0.7, 0, 0, , GCQ,20250114_100629, Driver,  Standard,  59.0,  10.7,  -6.4,  738,  -1419,  -62.5,  1599,  134.0,  172.7,  -55.7,  16.0,  7.9,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0100628, 2025-01-14 AM 10:06:28, , , Unknown Player, Driver, Premium, 40.819, 3.3999999999999995, 1.6, -12.8, 49.326, 4.005, 11.419, -7.418000000000001, -9.018, 59.1131, 1.4482, 10.737000000000002, -6.628, 1356.52, Measured, , 67.10411071777344, 7.401229078920719, -11.591912409817175, 103.29542648374941, -19.987590129774123, 4.747170904603417, 2.294367, 129.81916326019513, -26.356233723403047, 13.17790327879879, 33.20842742919922, 3.070972, 179.561940742491, -38.45988384128498, 51.6117010550576, -10.885320904632016, 3.4327166437745587, , , , , , , , , TRUE, , , , , GRadar,20250114_100625, SD_2025.01.14_10.06.25_011, 58.20, 9.35, -7.31, 617.0, -781.0, 995.3, -51.7, 123.1, 152.3, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 58.78, 14.24, -3.34, 2622.6, -382.4, 2699.1, -11.0, 0, 1, , 
Wave,20250114_100810, SD_2025.01.14_10.08.10_091, 60.59, 13.15, -2.83, 2636.4, 232.2, 2646.6, 5.0, 199.8, 218.6, 44.1, 1.2, -5.3, 42.8, -4.2, 76.18, 17.66, -0.19, 7467.4, 67.7, 7488.2, 1.3, 0, 1, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250114_0100810, 2025-01-14 AM 10:08:10, , , Unknown Player, Driver, Premium, 41.973, 0.6, -2.3999999999999995, -4.3, 40.751999999999995, -2.476, 13.380999999999998, -2.257, 0.143, 60.7205, 1.4467, 11.12, -2.2970000000000006, 3050.21, Measured, 9.903, 119.65918731689453, 18.754743908531587, -0.916224183611247, 173.10572993943956, 1.809174470881658, 6.850376046814531, 4.832086, 185.79350791740646, 2.5752190055407445, 31.071985637008687, 26.434768676757812, 5.380122, 210.12156830772267, 3.9970055781720646, 50.70812112383206, -4.163358542796419, -6.907216372107749, 10.019, , , , , , , , TRUE, , , , , GRadar,20250114_100807, SD_2025.01.14_10.08.07_012, 60.41, 11.69, -2.86, 1387.0, 333.9, 1426.6, 13.5, 185.6, 201.4, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 61.57, 15.41, -5.36, 3128.2, -356.9, 3203.8, -8.5, 0, 1, , 
Wave,20250114_100931, SD_2025.01.14_10.09.31_092, 51.26, 19.06, 3.42, 5865.0, 613.8, 5897.0, 6.0, 149.9, 156.1, 38.0, -8.5, 0.8, 47.5, -9.7, 24.59, 26.16, 3.78, 2155.9, -54.9, 2155.7, -5.4, 0, 0, , GCQ,20250114_100931, Driver,  Standard,  52.0,  18.0,  2.8,  3438,  921,  15.0,  3559,  160.4,  172.2,  28.9,  42.0,  26.0,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0100930, 2025-01-14 AM 10:09:30, , , Unknown Player, Driver, Premium, 42.38, 1.4, -6, -7.6, 46.00900000000001, -5.23, 20.435999999999996, 3.225, 9.225000000000001, 52.0128, 1.2273, 17.722000000000005, 1.775, 3512.06, Measured, 30.631, 94.73764038085938, 22.35209828766351, 11.278299575799908, 151.835680128586, 26.199153542611178, 3.643901826413611, 4.726753, 157.22454863851235, 27.651847975097102, 34.863568896737334, 29.17221450805664, 4.95173, 180.6344120459094, 33.88904580043766, 56.396281043768106, 32.83595957533509, 10.691614691340204, 22.845, , , , , , , , TRUE, , , , , GRadar,20250114_100927, SD_2025.01.14_10.09.27_013, 51.11, 17.52, 1.88, 4824.2, 1755.0, 5133.5, 20.0, 150.1, 161.3, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 52.31, 20.32, -0.99, 5191.5, 209.3, 5254.4, 2.6, 0, 1, , 
Wave,20250114_101046, SD_2025.01.14_10.10.46_093, 58.73, 7.69, -7.93, 1501.9, -613.0, 1622.2, -22.2, 156.0, 182.5, 43.0, 2.5, -7.5, 44.2, -4.2, 70.25, 19.18, -0.40, 6372.1, 367.8, 6349.2, 5.4, 0, 1, , GCQ,20250114_101046, Driver,  Standard,  58.8,  6.1,  -5.7,  1808,  -1577,  -41.1,  2399,  134.1,  173.4,  -52.9,  12.7,  5.4,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0101046, 2025-01-14 AM 10:10:46, , , Unknown Player, Driver, Premium, 41.386, 2.8, -4.199999999999999, -11.3, 43.75500000000001, -2.0340000000000003, 7.732000000000001, -5.733, -1.5330000000000001, 59.1793, 1.4299, 6.183, -5.295, 2114.76, Measured, -20.475000000000005, 56.9776611328125, 3.940687911074674, -8.256216976958282, 95.55705505590278, -15.912920490935328, 1.4451357105199951, 2.042058, 106.07587467042607, -18.104773360652153, 8.849873825810594, 37.248226165771484, 2.322035, 163.448297132632, -30.221599841757474, 51.97202720099213, 14.594859980628726, -14.584237902230713, -8.382, , , , , , , , TRUE, , , , , GRadar,20250114_101043, SD_2025.01.14_10.10.43_014, 58.29, 6.08, -6.71, 1110.0, -775.0, 1353.8, -34.9, 118.2, 146.0, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 59.99, 15.52, -0.09, 3210.4, -839.5, 3578.1, -19.8, 0, 1, , 
